Date,Open,High,Low,Close,Volume,Rolling30
02-01-2015,49.15142822,50.33142853,48.73143005,49.84857178,13475000,
05-01-2015,49.25857162,49.25857162,47.14714432,47.31142807,18165000,
06-01-2015,47.34714127,47.63999939,45.66143036,46.50143051,16037700,
07-01-2015,47.34714127,47.42142868,46.27142715,46.74285889,9849700,
08-01-2015,47.11999893,47.83571243,46.47857285,47.77999878,9601900,
09-01-2015,47.63142776,48.02000046,46.89857101,47.04142761,9578100,
12-01-2015,47.09000015,47.19857025,45.26428604,45.54714203,12944400,
13-01-2015,46.02142715,47.04857254,45.90000153,46.25571442,18721500,
14-01-2015,47.07143021,47.36999893,45.68000031,46.31999969,19884900,
15-01-2015,46.54714203,46.7857132,45.84428787,46.25143051,11669000,
16-01-2015,46.8571434,48.25,46.38142776,48.19142914,19696600,
20-01-2015,48.57143021,50.0,47.7142868,49.82857132,40551000,
21-01-2015,59.23428726,59.24000168,57.40999985,58.46857071,66902500,
22-01-2015,58.57143021,61.37428665,57.82857132,61.20571518,33319300,
23-01-2015,60.98857117,62.74285889,60.88142776,62.49428558,26784100,
26-01-2015,62.57143021,63.89857101,61.95714188,63.79428482,21268800,
27-01-2015,63.08714294,65.33999634,63.04999924,64.88143158,24612700,
28-01-2015,64.74143219,64.82142639,63.08142853,63.20857239,24532900,
29-01-2015,63.20428467,63.9271431,62.5,63.40000153,15127700,
30-01-2015,63.13285828,63.98428726,62.65571213,63.11428452,13215300,
02-02-2015,62.84285736,63.42856979,61.95571518,63.00999832,12990600,
03-02-2015,63.31999969,65.4671402,62.72999954,65.27428436,16440200,
04-02-2015,65.04142761,65.17428589,63.88999939,64.1014328,12450900,
05-02-2015,64.54142761,65.13857269,63.66571426,64.12999725,14248500,
06-02-2015,64.25,64.42857361,63.17571259,63.47999954,8898400,
09-02-2015,63.19857025,63.7857132,62.63714218,63.29571533,8173200,
10-02-2015,63.45999908,65.15714264,63.10142899,64.84999847,15418900,
11-02-2015,64.83000183,66.14142609,64.55714417,64.98428345,13953100,
12-02-2015,65.05857086,65.60713959,64.45143127,65.24714661,8464400,
13-02-2015,65.42857361,66.62999725,65.42285919,66.58571625,12968900,57.10485738133333
17-02-2015,66.51571655,67.37142944,65.94428253,67.137146,11170600,57.68114318866667
18-02-2015,67.02285767,68.06999969,66.64571381,67.86571503,10316600,58.366286087333336
19-02-2015,67.85713959,68.7142868,67.57428741,67.80000305,10432100,59.076238505333336
20-02-2015,67.94999695,68.37428284,67.637146,68.31428528,9422000,59.79528605166667
23-02-2015,68.30000305,68.31428528,67.14286041,67.40571594,9031400,60.44947662366666
24-02-2015,67.37285614,68.08428955,67.35571289,67.83999634,6075300,61.14276224799999
25-02-2015,67.80714417,68.79428864,67.80714417,68.33285522,6854400,61.902286021
26-02-2015,68.62571716,69.5,68.43000031,69.00428772,10852800,62.66057179766667
27-02-2015,69.08142853,69.42857361,67.818573,67.84428406,11516400,63.378047943333335
02-03-2015,67.7142868,68.60713959,67.23428345,68.60713959,10187100,64.123238246
03-03-2015,68.34428406,68.45714569,67.50714111,67.81571198,7426300,64.77738100733333
04-03-2015,67.52999878,67.92571259,66.1828537,67.11000061,17453800,65.35342865033334
05-03-2015,67.42857361,67.4642868,66.41999817,66.80714417,11244800,65.631381099
06-03-2015,66.64286041,66.92571259,64.84428406,64.87428284,12888400,65.75366668766667
09-03-2015,64.98999786,65.09285736,62.82857132,63.66143036,18970700,65.79257151366667
10-03-2015,63.01571274,63.35142899,61.98285675,62.15142822,17947300,65.737809627
11-03-2015,62.24000168,63.93999863,62.24000168,62.88428497,16363200,65.67123807333333
12-03-2015,63.34714127,64.58285522,63.34000015,64.04571533,14654500,65.699142838
13-03-2015,63.90714264,64.05714417,62.36714172,62.62857056,10161200,65.67342847233334
16-03-2015,61.54714203,61.54714203,59.61999893,60.28142929,26796000,65.57899996466668
17-03-2015,59.71285629,60.69428635,59.38428497,59.7885704,18428200,65.471619034
18-03-2015,59.73857117,60.65000153,59.29999924,60.44571304,14634900,65.31066665666667
19-03-2015,60.45999908,61.2114296,60.25571442,60.74428558,11449900,65.19876174933333
20-03-2015,61.33714294,61.7857132,60.89571381,61.18571472,13641600,65.10061899833333
23-03-2015,60.88999939,61.15571213,60.33000183,60.7142868,7664300,65.00842857366666
24-03-2015,61.13571548,63.09857178,61.11857224,62.61142731,16888900,64.985618973
25-03-2015,62.68428421,62.69142914,60.24428558,60.25,21652400,64.83228569066667
26-03-2015,59.62857056,60.44714355,59.38999939,59.75143051,16039100,64.65785725933333
27-03-2015,59.33000183,59.84714127,58.5728569,59.25285721,15852200,64.45804761266666
30-03-2015,59.7157135,60.56428528,59.36428452,60.36714172,13272700,64.250761795
31-03-2015,60.11000061,60.41999817,59.45571518,59.52714157,14248500,63.99709498066667
01-04-2015,59.6428566,59.7857132,58.70285797,59.01714325,14639800,63.702142588
02-04-2015,59.07143021,59.6071434,58.86142731,59.15428543,9864400,63.41395200066666
06-04-2015,58.76856995,60.44714355,58.4642868,60.33000183,10730300,63.147809219
07-04-2015,60.49714279,60.84857178,60.04285812,60.49428558,9977100,62.91742820700001
08-04-2015,61.20142746,63.1071434,61.18428421,63.04999924,22327900,62.75776163700001
09-04-2015,63.0,63.13571548,62.11428452,62.7857132,13455400,62.572856903
10-04-2015,64.3971405,64.99571228,63.94714355,64.93856812,22367100,62.437332916333325
13-04-2015,67.23999786,69.2857132,67.05714417,67.81143188,44436700,62.43623784366666
14-04-2015,68.85713959,69.14286041,67.4214325,68.387146,28641900,62.428904724
15-04-2015,68.70428467,68.70428467,67.36428833,67.92285919,42528500,62.43247629766667
16-04-2015,76.0,81.25,75.7142868,80.29285431,104500900,62.87190475433333
17-04-2015,79.77857208,82.14286041,79.7142868,81.65000153,58306500,63.36666666633334
20-04-2015,81.7857132,82.30428314,80.38143158,81.05571747,30766400,63.90604782066667
21-04-2015,81.23428345,81.48428345,79.80000305,80.06285858,15925700,64.45276209466667
22-04-2015,80.21142578,80.71286011,79.54428864,79.66857147,12089700,65.03666686966667
23-04-2015,79.65571594,80.34285736,78.95571136,79.86571503,12687500,65.60271453833334
24-04-2015,80.17285919,80.80857086,79.50714111,79.77143097,11045300,66.12690505966667
27-04-2015,80.29285431,81.7857132,80.23000336,80.86856842,15246700,66.73490498833333
28-04-2015,80.58999634,81.27857208,79.94428253,80.43714142,8826300,67.40676205933333
29-04-2015,80.06999969,81.05571747,79.64428711,80.40714264,9534700,68.09404780066667
30-04-2015,80.23714447,80.83571625,79.12428284,79.5,10565100,68.72919069933333
01-05-2015,79.85571289,79.9671402,78.89428711,79.57571411,8906100,69.35690498366667
04-05-2015,79.57142639,79.7142868,78.90000153,79.27143097,7967400,69.959762192
05-05-2015,81.23857117,82.44285583,80.75714111,80.79285431,27116600,70.62904777566668
06-05-2015,81.02857208,81.2142868,79.52143097,80.07714081,11504500,71.21123822566666
07-05-2015,80.11428833,80.79428864,79.45714569,80.7485733,10220700,71.89452400233333
08-05-2015,81.04142761,82.15285492,80.9642868,82.08571625,13828500,72.63900019366666
11-05-2015,82.32428741,84.85713959,82.18571472,84.27857208,23882600,73.47319068933334
12-05-2015,83.80857086,83.80857086,82.99285889,83.37714386,11907000,74.24019076066666
13-05-2015,83.40428925,84.19714355,82.69142914,82.87285614,11155900,75.01838124633333
14-05-2015,83.2857132,83.92428589,82.33000183,83.83571625,8898400,75.845667013
15-05-2015,86.36428833,88.34857178,85.75571442,87.60713959,37053100,76.79409548500001
18-05-2015,87.54428864,88.5342865,87.02428436,88.26714325,14812000,77.72533353233332
19-05-2015,88.88857269,89.7857132,87.80999756,88.068573,19101600,78.64447644633333
20-05-2015,88.2142868,89.10857391,87.362854,88.79000092,12756800,79.50247650233334
21-05-2015,89.08142853,89.57142639,88.181427,89.00285339,12767300,80.37638117533334
22-05-2015,89.17857361,89.40714264,88.69285583,88.83856964,7466200,81.17304789266667
26-05-2015,88.87428284,89.06143188,87.7857132,87.99285889,9646000,81.84576212633333
27-05-2015,88.14286041,89.90714264,87.92857361,89.85713959,10506300,82.56142857933334
28-05-2015,89.7142868,89.85571289,88.93000031,89.50714111,7821800,83.28090464333333
29-05-2015,89.47285461,90.20571136,88.95571136,89.15142822,12712000,83.57619044033335
01-06-2015,88.83714294,89.12142944,87.94428253,89.00285339,9926000,83.82128550233332
02-06-2015,88.71142578,89.67857361,88.40571594,89.12999725,7529200,84.09042816166668
03-06-2015,89.24285889,89.73285675,88.64428711,88.80857086,6237700,84.38195190433335
04-06-2015,88.37857056,89.42857361,88.04285431,89.34857178,10074400,84.70461858133334
05-06-2015,89.2142868,90.54000092,89.12571716,90.45999908,11624200,85.057761383
08-06-2015,90.7142868,90.81571198,88.99571228,89.60428619,11148900,85.38552322366667
09-06-2015,89.33428955,92.7142868,89.33428955,92.44999695,22024800,85.77157084133334
10-06-2015,93.39571381,98.97000122,93.22571564,95.87142944,57121400,86.28604710866666
11-06-2015,96.88999939,96.91857147,94.08714294,95.09428406,26623100,86.77561848933333
12-06-2015,94.91571045,95.34285736,94.12428284,94.41857147,10278800,87.272904205
15-06-2015,92.85713959,93.59143066,91.65856934,93.431427,19054000,87.73476130133334
16-06-2015,94.24285889,95.60713959,93.69142914,95.27285767,16043300,88.26814219133334
17-06-2015,95.13285828,95.13285828,93.95714569,94.27143097,9905000,88.71742808
18-06-2015,94.65142822,95.34143066,94.36856842,94.74285889,8962800,89.20628534933333
19-06-2015,96.24285889,96.41857147,93.82142639,93.87142944,19814900,89.64371388733335
22-06-2015,95.04285431,96.69285583,94.18856812,96.41428375,16732800,90.121332804
23-06-2015,96.33571625,97.38999939,95.75,97.31285858,15626100,90.55580902066666
24-06-2015,100.0142822,100.8914261,96.3971405,96.94428253,77138600,91.00804697633333
25-06-2015,95.48143005,96.0,93.45857239,94.89142609,41623400,91.40866597466666
26-06-2015,95.30000305,95.31428528,93.08856964,93.08856964,30314900,91.717094421
29-06-2015,91.50571442,92.91285706,91.11714172,92.23143005,24575600,91.87123743633333
30-06-2015,93.35713959,94.35571289,92.7857132,93.84857178,16880500,92.057285054
01-07-2015,94.80571747,95.23857117,93.21857452,93.63571167,14699300,92.24285634300001
02-07-2015,93.9985733,94.19857025,93.2142868,94.04428864,11053000,92.41799926699998
06-07-2015,93.47285461,94.92857361,93.33999634,94.57142639,11808300,92.60361836700001
07-07-2015,95.01285553,95.42713928,92.62285614,94.09143066,21573300,92.77871373433332
08-07-2015,93.47142792,93.99571228,92.2842865,93.50714111,12990600,92.96252314166668
09-07-2015,94.90000153,95.84571075,94.2857132,95.72714233,16731400,93.15818989966667
10-07-2015,97.52285767,98.50285339,96.90000153,97.22856903,21636300,93.41557083033334
13-07-2015,98.09857178,102.3085709,98.0785675,101.0871429,33205200,93.81342798633334
14-07-2015,101.271431,101.6357117,99.65285492,100.3714294,19736500,94.19238052
15-07-2015,99.97000122,100.75,97.05000305,98.12999725,30898600,94.49238052000001
16-07-2015,111.0199966,116.4899979,107.6800003,115.8099976,63461000,95.392428078
17-07-2015,117.3399963,117.8799973,114.2399979,114.7699966,25136900,96.23980890533333
20-07-2015,114.6999969,114.6999969,110.1399994,110.5500031,22676900,96.90947570600001
21-07-2015,110.2099991,113.7099991,109.3199997,112.5100021,14085400,97.67299956966667
22-07-2015,112.1399994,113.8799973,110.5599976,111.5,10500500,98.30799967133333
23-07-2015,110.9100037,112.1800003,109.8399963,110.0999985,8306800,98.78228530666667
24-07-2015,111.5500031,111.6800003,108.9000015,109.3399963,8125100,99.25714238133334
27-07-2015,107.7900009,109.8600006,106.25,106.4300003,11302600,99.65752334233333
28-07-2015,107.2900009,107.9400024,103.8799973,106.9000015,11155900,100.10647582566666
29-07-2015,106.8300018,107.75,105.4000015,107.0800018,6695600,100.50004729666666
30-07-2015,106.4000015,111.9000015,105.4000015,111.5599976,14229200,101.07633285099999
31-07-2015,111.9499969,115.0,111.1500015,114.3099976,16349100,101.72857080800001
03-08-2015,114.5999985,114.5999985,111.7799988,112.5599976,10144800,102.35152308
04-08-2015,113.1500015,122.7900009,113.0,121.1500015,29653300,103.176047005
05-08-2015,125.6200027,129.2899933,122.7099991,123.7099991,26946500,104.055951689
06-08-2015,126.2900009,128.8500061,122.0400009,126.4499969,24716700,105.03947550133333
07-08-2015,126.4199982,126.5999985,121.3000031,123.5199966,17360700,105.99376118500001
10-08-2015,126.0899963,126.5,121.5100021,123.0299988,13424600,106.99180882366666
11-08-2015,120.0100021,123.7600021,120.0,122.7399979,11596800,108.00876108533333
12-08-2015,121.4700012,122.4499969,118.6600037,120.5100021,13822500,108.89747542933333
13-08-2015,120.9899979,125.7300034,119.3399963,123.7300034,15284400,109.90061848699999
14-08-2015,124.9599991,125.0,123.0,123.3899994,8667700,110.87880884566668
17-08-2015,123.1399994,125.6999969,122.5899963,125.3600006,9233800,111.90509465266665
18-08-2015,125.2600021,126.75,123.5500031,124.0500031,9382000,112.903713734
19-08-2015,123.5,123.6999969,121.5,122.0599976,10115300,113.85547561699998
20-08-2015,119.8000031,121.4499969,111.3399963,112.4899979,28045300,114.41423746933333
21-08-2015,106.1999969,110.0,102.75,103.9599991,33228300,114.63861847166666
24-08-2015,88.75,109.6299973,85.5,96.87999725,59951900,114.49838028333333
25-08-2015,107.75,107.8799973,101.5,101.5199966,37620700,114.53666585666666
26-08-2015,107.1500015,110.2799988,102.0199966,110.1299973,36164600,114.93666585833333
27-08-2015,114.9400024,118.25,113.0199966,117.6600037,37056100,114.99833272833332
28-08-2015,116.3499985,119.3499985,115.8799973,117.6299973,20240200,115.093666085
31-08-2015,115.2399979,117.0,113.7600021,115.0299988,17005600,115.242999275
01-09-2015,109.3499985,111.2399979,103.8199997,105.7900009,35977100,115.018999235
02-09-2015,109.3099976,109.5,100.3000031,105.4400024,39843300,114.816999315
03-09-2015,102.6900024,104.1699982,100.1100006,101.0599976,29546700,114.51566595166668
04-09-2015,98.05000305,99.93000031,97.33999634,98.79000092,24212000,114.163999439
08-09-2015,102.0800018,102.5,93.55000305,94.94999695,43479700,113.78133266066668
09-09-2015,96.51000214,102.7900009,95.51999664,99.18000031,35524400,113.52399928766665
10-09-2015,99.41999817,100.8499985,96.77999878,99.48000336,21031900,113.27066600633333
11-09-2015,98.56999969,100.8499985,97.23000336,97.51000214,17373900,112.80233282433333
14-09-2015,96.83999634,97.91000366,94.33000183,95.69000244,15546000,112.18166631899999
15-09-2015,95.22000122,99.65000153,93.61000061,99.16000366,22591100,111.73499985433334
16-09-2015,99.69999695,104.4800034,99.33000183,104.0800018,28058200,111.16599986433333
17-09-2015,103.6699982,107.5,101.8300018,104.2099991,25817700,110.51599986433334
18-09-2015,102.0,104.3600006,100.7099991,102.6200027,21715000,109.72166672433333
21-09-2015,103.3000031,103.7699966,99.55999756,100.3000031,17900600,108.94766694100001
22-09-2015,98.29000092,99.90000153,97.0,98.47000122,16717900,108.129000355
23-09-2015,98.59999847,99.73999786,97.66000366,98.06999969,10264500,107.30666708133334
24-09-2015,97.11000061,104.0,96.77999878,103.7600021,21274500,106.74833374800001
25-09-2015,105.3000031,105.4499969,101.5699997,102.2399979,19066600,106.03200023133334
28-09-2015,101.5699997,103.3300018,97.83999634,99.47000122,17026600,105.23466695866666
29-09-2015,99.62999725,100.6299973,96.84999847,98.34999847,17405900,104.33433355433334
30-09-2015,99.91000366,103.4599991,99.05000305,103.2600021,17027600,103.641333521
01-10-2015,102.9100037,106.1100006,101.1200027,105.9800034,17426900,103.10533371433334
02-10-2015,103.0100021,106.8700027,101.4499969,106.1100006,21526700,102.89266713766666
05-10-2015,107.4800034,112.2799988,105.7600021,111.25,21157900,103.13566716766667
06-10-2015,110.3300018,112.25,105.6399994,108.3300018,20629800,103.517333986
07-10-2015,108.8399963,109.7799988,106.75,108.0999985,12329500,103.73666738266667
08-10-2015,107.9400024,115.0500031,102.5999985,114.9300003,42831900,103.89666748266667
09-10-2015,114.1100006,115.8300018,112.4400024,113.3300018,22455200,103.752334086
12-10-2015,114.4499969,115.4199982,112.3600006,113.4499969,12624500,103.61300073933333
13-10-2015,112.8499985,113.7200012,108.7799988,109.7300034,17512100,103.436334226
14-10-2015,111.5,111.6299973,108.0500031,110.2300034,33231500,103.58433430933333
15-10-2015,103.7699966,104.8799973,99.09999847,101.0899963,48484300,103.43933410599999
16-10-2015,100.2099991,101.6500015,98.41000366,98.98999786,21340500,103.37033411466668
19-10-2015,98.06999969,103.6200027,96.26000214,101.6900024,29964700,103.46700083066666
20-10-2015,101.0599976,102.1100006,97.58000183,98.98999786,17345600,103.60166752766666
21-10-2015,99.66999817,100.3399963,97.01000214,97.95999908,13728500,103.56100082000002
22-10-2015,98.06999969,99.93000031,96.86000061,97.31999969,12786800,103.48900069766667
23-10-2015,97.61000061,101.5599976,97.26999664,100.0400009,18019900,103.57333398966666
26-10-2015,100.0500031,103.3099976,99.37999725,103.0400009,12234800,103.81833393833334
27-10-2015,102.5800018,104.7200012,101.2300034,103.0699997,12066400,103.94866713966667
28-10-2015,102.9000015,106.2099991,102.0599976,105.8000031,13094000,104.00600051633333
29-10-2015,105.0,106.9100037,104.75,105.1200027,9841400,104.03633396966667
30-10-2015,105.1200027,110.0999985,104.9000015,108.3799973,15571500,104.22833378966666
02-11-2015,109.1999969,109.3700027,106.3000031,107.6399994,11784600,104.473000333
03-11-2015,107.3600006,111.0500031,107.2399979,109.7399979,12484100,104.848666889
04-11-2015,110.3600006,114.2799988,109.3899994,114.0500031,17505000,105.38133366933333
05-11-2015,113.75,115.6800003,111.7200012,113.5,13814900,105.706000266
06-11-2015,113.3899994,114.8000031,112.0500031,114.0599976,10936600,106.10000025599999
09-11-2015,113.3600006,114.0,108.6399994,109.8600006,16154600,106.44633356866666
10-11-2015,108.8600006,112.8399963,108.0100021,112.6999969,11166400,106.92466684966666
11-11-2015,113.0800018,114.6100006,111.4100037,112.8600006,11039200,107.24466679966666
12-11-2015,112.5199966,115.25,108.1999969,108.9199982,17568200,107.34266662633333
13-11-2015,108.3399963,109.0699997,103.2699966,103.6500015,18819400,107.26066665633334
16-11-2015,102.9700012,111.6500015,101.8600006,111.3499985,19866200,107.26399993966668
17-11-2015,112.1100006,118.7900009,111.6999969,117.0999985,33016300,107.556333163
18-11-2015,117.9400024,121.0,116.0999985,120.6299973,23353600,107.97399978966665
19-11-2015,120.25,123.1299973,119.6100006,120.2200012,19253200,108.150333153
20-11-2015,120.8499985,124.0699997,119.2099991,123.8399963,17977000,108.50066630299999
23-11-2015,124.3000031,126.1999969,121.6600037,125.0299988,15727000,108.88666636633334
24-11-2015,123.6699982,124.6600037,120.0299988,123.3099976,18335300,109.33933283966667
25-11-2015,124.2300034,125.1999969,122.3600006,124.1600037,10980700,109.803666183
27-11-2015,123.8499985,126.3899994,123.5899963,125.4400024,6645500,110.615333053
30-11-2015,126.0299988,126.5999985,122.8899994,123.3300018,13894000,111.42666651766666
01-12-2015,124.4700012,125.5699997,122.4199982,125.3700027,12550800,112.215999861
02-12-2015,125.5299988,131.3500061,124.9300003,128.9299927,24105700,113.213999689
