Date,Close_Norm,High_Norm,Low_Norm
2015-01-02,0.02007952111788809,0.02083838787173907,0.019000049843809222
2015-01-05,0.016822810010981917,0.017897613533048,0.01693852837920677
2015-01-06,0.01683338600084859,0.016611682670786124,0.016109660206937104
2015-01-07,0.018408869672084938,0.017423290421954174,0.018309330420578307
2015-01-08,0.022786393691359916,0.02158675575810469,0.020434615964475933
2015-01-09,0.022913281368410143,0.02274619884906985,0.022039208820168507
2015-01-12,0.019994929333187944,0.02209269075990787,0.020540886727527574
2015-01-13,0.021020582538106555,0.022271883779667878,0.020657778081027617
2015-01-14,0.020576487769105686,0.01983704444277999,0.020222090653014543
2015-01-15,0.017425512359516407,0.01938380664774822,0.018266831844142795
2015-01-16,0.016547890744264743,0.01676979037448406,0.016715366262655088
2015-01-20,0.019434522877003535,0.01823490621481408,0.018096805109116917
2015-01-21,0.020312144492255185,0.020437847283478694,0.019977679248245103
2015-01-22,0.02332565623492759,0.021924048439870766,0.021518516131963455
2015-01-23,0.02393893457332874,0.02327321916693509,0.023441896954848093
2015-01-26,0.024065814183262355,0.023916184598066034,0.024791457815322826
2015-01-27,0.01987861764600439,0.0219345910979018,0.02078529002497606
2015-01-28,0.02640260778256681,0.02787937964008637,0.027458685335643246
2015-01-29,0.030198581433040647,0.029007202798650294,0.027724346028630456
2015-01-30,0.0283587544849538,0.029860973140250602,0.02909515617732293
2015-02-02,0.029913086176456813,0.028986117482588253,0.028276924810143572
2015-02-03,0.02993423815619016,0.028901792301723767,0.029902766954053903
2015-02-04,0.03089644348902533,0.030398536116146874,0.0306466136514897
2015-02-05,0.03129825043279273,0.03010340602481304,0.03164550045146429
2015-02-06,0.030230301335524054,0.030124483299183213,0.030795382990976852
2015-02-09,0.031065627058425624,0.02969232277852163,0.030774133702759096
2015-02-10,0.03349758036518029,0.0321271621154095,0.03261250926545174
2015-02-11,0.036521668097719354,0.035046851138038515,0.035099089460297925
2015-02-12,0.03819231954352252,0.03774520063385903,0.03836140244588794
2015-02-13,0.03884789377427374,0.03753438768169781,0.03844641581340087
2015-02-17,0.039640923604825254,0.039220859132220065,0.03979596856655464
2015-02-18,0.04058198502504372,0.03911544863529354,0.04035916793851614
2015-02-19,0.040296489768459884,0.03937895879422615,0.04129429876651651
2015-02-20,0.041406734758078614,0.03987435917969018,0.0409967600875422
2015-02-23,0.04510754063398566,0.04356350140474685,0.04270761559896548
2015-02-24,0.04422991901873401,0.04419593221953863,0.044312200347337086
2015-02-25,0.04065599275276059,0.04208785094807768,0.04110301463595194
2015-02-26,0.042379516080780485,0.04131838970395815,0.03946655190159322
2015-02-27,0.04030707382544314,0.041002190379945985,0.04119866480855518
2015-03-02,0.04097320791182783,0.04069650958888926,0.0412624207805294
2015-03-03,0.04125870316841167,0.03989544449575222,0.041039258663977715
2015-03-04,0.04039164947591008,0.039937599044492594,0.04128367817606811
2015-03-05,0.03813945572842238,0.039083828702892315,0.038563307166900915
2015-03-06,0.03834035113318947,0.03973732875036243,0.03909462855287531
2015-03-09,0.03891133357924055,0.03994814974421548,0.037819452362144165
2015-03-10,0.03613044521093524,0.03747114781689537,0.036480528306759755
2015-03-11,0.033730203739547396,0.03488874343434056,0.03468465942782355
2015-03-12,0.03606699733885184,0.03502577386366834,0.03417458733006691
2015-03-13,0.03515765582111678,0.035552794181533565,0.035184102827810856
2015-03-16,0.03659568389255284,0.03507847107043974,0.03549227020455452
2015-03-17,0.038805597881923684,0.037576550272130055,0.03844641581340087
2015-03-18,0.0403176417481932,0.0395159892235539,0.03921151990637535
2015-03-19,0.039291988543274606,0.039610849020757566,0.040306040664311274
2015-03-20,0.037600193184854705,0.03871490804703315,0.03792572312519581
2015-03-23,0.03898534937407404,0.0381351905223965,0.03937090983631093
2015-03-24,0.0384355189077563,0.03833545277483483,0.0394134165200674
2015-03-25,0.03493560843661635,0.037049529954264804,0.03603421218097734
2015-03-26,0.035844949954351404,0.03500468854760627,0.03520535211602861
2015-03-27,0.034798152836816074,0.034814960911507126,0.035534776888310984
2015-03-30,0.0380971598360723,0.03660683481726407,0.03669305361822113
2015-03-31,0.036045853426235105,0.036701694614467706,0.03707560566470837
2015-04-01,0.03585552594421808,0.03525766409019973,0.035736673502003005
2015-04-02,0.03698691484645357,0.03572143650157067,0.036894958339234105
2015-04-06,0.039133380963740985,0.03777682056626025,0.03704372767872126
2015-04-07,0.03771650487203827,0.038419777955699314,0.038797089873901
2015-04-08,0.037282978025787464,0.03660683481726407,0.03772381840418283
2015-04-09,0.038298055240839415,0.03679656245336321,0.037394401739221414
2015-04-10,0.03886903768689047,0.037460605158864346,0.038031985780926494
2015-04-13,0.03860469441003998,0.03889410910848501,0.03946655190159322
2015-04-14,0.03802314404123884,0.03754493033972883,0.03872270520415742
2015-04-15,0.038530678615206496,0.03737627997799986,0.03882896785988811
2015-04-16,0.03788568037432195,0.03734466004559864,0.0389352305156188
2015-04-17,0.03638421249791908,0.036332782000300406,0.037181868320439085
2015-04-20,0.03939772424059147,0.038419777955699314,0.03793634371564421
2015-04-21,0.03866814228212338,0.0385041031365638,0.03953030787356744
2015-04-22,0.04047624126061024,0.039210308432497176,0.03915838452484953
2015-04-23,0.04158648625022897,0.040844074634556166,0.041092394045503536
2015-04-24,0.04223148449111354,0.0410654302447484,0.04225067077541368
2015-04-27,0.04473745359270166,0.0437005318340746,0.044290942951798376
2015-04-28,0.04252754767044743,0.04518671690708295,0.042611981641004146
2015-04-29,0.04049739324034356,0.04207730024835479,0.0412624207805294
2015-04-30,0.036807163354303216,0.038967883589626606,0.03730938837170848
2015-05-01,0.040825176322160886,0.04053840992688318,0.03807449246468296
2015-05-04,0.04056083304531037,0.041002190379945985,0.04121990598945198
2015-05-05,0.03749445748753784,0.03876761329549641,0.03858455645511867
2015-05-06,0.03665913176463624,0.03697574743143134,0.036012962892759584
2015-05-07,0.036923475041486756,0.03626954213549796,0.036714302906438886
2015-05-08,0.03941887622032482,0.03789276567952593,0.0389352305156188
2015-05-11,0.038044287953855574,0.037829517773031646,0.03842515841786216
2015-05-12,0.0375684732823713,0.03711276981906725,0.037564420366926324
2015-05-13,0.03771650487203827,0.037439527884494145,0.03868019852040096
2015-05-14,0.040825176322160886,0.03929463361336166,0.04005100866909343
2015-05-15,0.040634856907260444,0.039863824563351,0.041166786822568066
2015-05-18,0.04213632478366332,0.04116029004195207,0.04132617675250362
2015-05-19,0.04200944517372972,0.04132894040368104,0.04268635820342677
2015-05-20,0.04199886111674643,0.041434334817223833,0.042367562128913724
2015-05-21,0.04340516928569908,0.042119470880478904,0.04288826292443974
