Date,Close_Std,High_Std,Low_Std
2015-03-06,-0.9918668864564983,-0.986611983060826,-0.987643439321396
2015-03-09,-0.9897957862022432,-0.9858517785301992,-0.9922950097354002
2015-03-10,-0.9998827838787657,-0.9947836598058956,-0.9971791187455077
2015-03-11,-1.0085890773139592,-1.0040956143491737,-1.0037300648856649
2015-03-12,-1.0001129256369103,-1.003601493003359,-1.0055906989660215
2015-03-13,-1.003411341309075,-1.0017010976677183,-1.0019082020248797
2015-03-16,-0.9981952434675823,-1.0034114708684339,-1.0007840732475064
2015-03-17,-0.9901793167838072,-0.9944035865383137,-0.990007980961082
2015-03-18,-0.9846947446090689,-0.9874101166243356,-0.9872170446274345
2015-03-19,-0.9884150526994064,-0.9870680593828315,-0.983224466651046
2015-03-20,-0.9945516297889545,-0.9902987546516059,-0.9919073566872348
2015-03-23,-0.9895273118689976,-0.9923891721221717,-0.9866356242027375
2015-03-24,-0.9915216884500353,-0.9916670416130857,-0.9864805688982264
2015-03-25,-1.0042167643088118,-0.9963039818739544,-0.9988071846559856
2015-03-26,-1.000918348636647,-1.0036775250555143,-1.001830689159512
2015-03-27,-1.0047153511386944,-1.0043616685362542,-1.0006290179429953
2015-03-30,-0.992749003867945,-0.997900306996437,-0.9964038717967281
2015-03-31,-1.00018962004862,-0.9975582497549328,-0.9950084036299044
2015-04-01,-1.0008799868000384,-1.00276531441604,-0.9998925422137873
2015-04-02,-0.9967761481281368,-1.0010929862391336,-0.9956673664937445
2015-04-06,-0.9889903632025063,-0.9936814270314962,-0.9951246877148437
2015-04-07,-0.9941297373707817,-0.9913629713999276,-0.9887287968791977
2015-04-08,-0.9957022507951544,-0.997900306996437,-0.9926438619902184
2015-04-09,-0.9920203045414255,-0.9972161635156971,-0.9938455036329594
2015-04-10,-0.9899492042871704,-0.9948216758319732,-0.991519733212845
2015-04-13,-0.9909080453718343,-0.9896525692014805,-0.9862867423741438
2015-04-14,-0.9930174782011906,-0.9945176056188151,-0.989000136268648
2015-04-15,-0.9911765197050799,-0.9951257460451313,-0.9886125127942582
2015-04-16,-0.9935160942925807,-0.9952397651256326,-0.9882248893198684
2015-04-17,-0.9989623046307105,-0.998888520690335,-0.9946207801555145
2015-04-20,-0.9880315221178424,-0.9913629713999276,-0.9918686150414388
2015-04-21,-0.9906779036136898,-0.9910589011867695,-0.986054174204265
2015-04-22,-0.9841194633674767,-0.9885123783964667,-0.9874108711515172
2015-04-23,-0.9800923191072848,-0.9826211412568879,-0.9803560174520308
2015-04-24,-0.977752744519784,-0.9818229496979152,-0.9761308713057635
2015-04-27,-0.9686629497645343,-0.9723209730197119,-0.9686883941318873
2015-04-28,-0.9766788471868015,-0.9669619022497572,-0.9748128864305321
2015-04-29,-0.9840427396942591,-0.9781742231309444,-0.9797357962339868
2015-04-30,-0.9974281530429464,-0.9893865440121317,-0.9941556142419815
2015-05-01,-0.9828537861129583,-0.9837233450335557,-0.991364677908334
2015-05-04,-0.9838126271976223,-0.9820509878589179,-0.9798908811122732
2015-05-05,-0.9949351603705185,-0.9901087035189492,-0.9895040734017527
2015-05-06,-0.9979651017094376,-0.9965700360610348,-0.9988846975213534
2015-05-07,-0.9970062606247737,-0.9991165588513378,-0.9963263589313602
2015-05-08,-0.987954798444625,-0.9932633377378367,-0.9882248893198684
2015-05-11,-0.9929407837894808,-0.9934914048965711,-0.9900855234002252
2015-05-12,-0.9946666860372729,-0.9960759437129516,-0.9932253119886908
2015-05-13,-0.9941297373707817,-0.9948976788863969,-0.9891551915731591
2015-05-14,-0.9828537861129583,-0.9882083081833085,-0.9841547689043367
2015-05-15,-0.983544123602869,-0.9861558487433573,-0.9800846484888049
2015-05-18,-0.9780979132647393,-0.9814808924564109,-0.979503228064108
2015-05-19,-0.9785581382580131,-0.9808727520300948,-0.9745415766148572
2015-05-20,-0.9785965293561295,-0.9804927077602446,-0.975704476611802
2015-05-21,-0.9734954877629552,-0.9780221590266338,-0.9738050713118737
2015-05-22,-0.969084842182707,-0.972929113446028,-0.967719320659025
2015-05-26,-0.9802840990288206,-0.9731571516070308,-0.9765572659997249
2015-05-27,-0.971002524352035,-0.9756277003406415,-0.9729522819239508
2015-05-28,-0.9719996980118,-0.9768059361694647,-0.9688821615084191
2015-05-29,-0.977752744519784,-0.9787063315051052,-0.9735337614961986
2015-06-01,-0.976755570860019,-0.978934369666108,-0.9729522819239508
2015-06-02,-0.9789800306761859,-0.9817089306174137,-0.9757819599033944
2015-06-03,-0.9783664168594927,-0.980644713869092,-0.9735337614961986
2015-06-04,-0.9812812726885857,-0.9820130008305719,-0.9773712545943007
2015-06-05,-0.9840044071191582,-0.9853957022081936,-0.979503228064108
2015-06-08,-0.9872644316932065,-0.987220065491679,-0.9854339529862209
2015-06-09,-0.9887218888692607,-0.991514977508775,-0.9901242650460214
2015-06-10,-0.9831222311846962,-0.9867260021413273,-0.981480146229404
2015-06-11,-0.9842345196157951,-0.9835333518963623,-0.9790380917243503
2015-06-12,-0.9896807299539248,-0.9905647798409548,-0.9843485954284193
2015-06-15,-0.9906395710385888,-0.9947076567514718,-0.9897754127912032
2015-06-16,-0.9880315221178424,-0.9923891721221717,-0.9872170446274345
2015-06-17,-0.9891821138625345,-0.9922751530416702,-0.9857828348148147
2015-06-18,-0.9869576247848599,-0.99064081189311,-0.9839222007344579
2015-06-19,-0.9918668864564983,-0.992503191202673,-0.9871007605424951
2015-06-22,-0.9879931602812336,-0.9915910095609304,-0.9844648795133587
2015-06-23,-0.990217678620416,-0.9933013537639144,-0.9852401560359138
2015-06-24,-0.9860754781119057,-0.9849776129145342,-0.9843098242088477
2015-06-25,-0.9884150526994064,-0.9872581105154882,-0.9828368431766562
2015-06-26,-0.9912915759533985,-0.9918570637480109,-0.9866743658485337
2015-06-29,-0.999806089467056,-0.9976342528093565,-0.9945432377163713
2015-06-30,-0.996354255709964,-0.9989645237447586,-0.9930702566841798
2015-07-01,-0.9918668864564983,-0.9958478765542172,-0.9886900552334015
2015-07-02,-0.9924805295346993,-0.9967980742220376,-0.9895428446213244
2015-07-06,-0.9941680992073904,-0.9985464344510993,-0.9931090279037514
2015-07-07,-0.9953570527886912,-0.9988505046642573,-0.9972954324042226
2015-07-08,-1.0073234000594409,-1.004589706697257,-1.0020632573293906
2015-07-09,-1.0169118109060808,-1.0067941722460556,-1.0149325518660506
2015-07-10,-1.0046002948903758,-1.0075923348072968,-1.007218735302724
2015-07-13,-0.9954721090370098,-1.0003328107062384,-0.9951634589344154
2015-07-14,-0.9956638889585456,-0.9980143260769383,-0.9923725226007679
2015-07-15,-0.9910231016201528,-0.9950497139929759,-0.9902793203505323
2015-07-16,-0.9845413557856494,-0.9896525692014805,-0.9834182931751286
2015-07-17,-0.9802840990288206,-0.9856617853930056,-0.9796970545881906
2015-07-20,-0.9708874095807011,-0.972929113446028,-0.9704327145535292
2015-07-21,-0.9759501185987745,-0.9731191645786846,-0.9719056660119453
2015-07-22,-0.9971596787097009,-1.0013210244001365,-1.004195230799198
2015-07-23,-0.9973897912063378,-0.9952777811517103,-0.9922950097354002
2015-07-24,-0.9999211457153744,-1.0004088427583937,-0.9967914952711179
2015-07-27,-1.0065563388963126,-1.0085045164490396,-1.003691293666093
2015-07-28,-1.0042167643088118,-1.0073642676485626,-1.002024486109819
2015-07-29,-1.0057125540599672,-1.008922605742699,-1.003109873241396
2015-07-30,-1.008090461222569,-1.0124573422268999,-1.0052805883569995
2015-07-31,-1.0121942998944704,-1.0121912880398196,-1.0083816057258936
2015-08-03,-1.0231634442439472,-1.0124573422268999,-1.0215222692257795
2015-08-04,-1.0377378404354431,-1.0309672032352233,-1.0380740311298058
2015-08-05,-1.0348229553448425,-1.0319553879313896,-1.0425317750197274
2015-08-06,-1.0358585201027237,-1.0355281404416683,-1.034701644797686
2015-08-07,-1.0343627303515686,-1.0364783381094886,-1.0332286637654946
2015-08-10,-1.0182541825723088,-1.0222633891182613,-1.025359791897657
2015-08-11,-1.042148515277199,-1.0291428109540064,-1.0377639205207838
2015-08-12,-1.035436627684551,-1.0396330013261077,-1.0521062256634108
2015-08-13,-1.0357817964295064,-1.0359082137092501,-1.0330736084609835
2015-08-14,-1.0326751606788775,-1.0362502999484857,-1.0351280394916476
2015-08-17,-1.0280727059155856,-1.0311572253701484,-1.0293523698740454
2015-08-18,-1.0306040604246223,-1.0319553879313896,-1.0273754517087492
2015-08-19,-1.0363187450959976,-1.0354521373872445,-1.0325309296820826
2015-08-20,-1.0453702072761464,-1.0436998461844693,-1.0443536378805125
2015-08-21,-1.0717958652285655,-1.053011771730016,-1.067533858790064
2015-08-24,-1.0819212247416967,-1.0647942170114417,-1.1204452763230992
2015-08-25,-1.079543317579095,-1.056014399840056,-1.0758678965714346
2015-08-26,-1.0567228822071872,-1.0606513690986563,-1.0698596292101783
2015-08-27,-1.0443346717797726,-1.04791872614941,-1.0505944734116477
2015-08-28,-1.042915576440327,-1.0476526719623298,-1.0447024901353308
2015-08-31,-1.0449483148579737,-1.0430157027037295,-1.0429193984941172
2015-09-01,-1.0642785546361808,-1.0530878037821714,-1.060905399784539
2015-09-02,-1.046559190118955,-1.0513394435531096,-1.0540443726091353
2015-09-03,-1.0541148332864407,-1.0496670863784718,-1.0505169309725044
2015-09-04,-1.0583337574681686,-1.0585229356020127,-1.0564476558946174
2015-09-08,-1.0466742463672734,-1.0505032649657906,-1.0494315734147028
2015-09-09,-1.0549586181227864,-1.0449541140654477,-1.05156354688451
2015-09-10,-1.0456770434460008,-1.0477666910428312,-1.0510596097514053
2015-09-11,-1.0393870482715255,-1.0442319545586303,-1.043849700747408
2015-09-14,-1.0351681533513055,-1.034045834399687,-1.0318331955986708
2015-09-15,-1.0314478452609679,-1.035414121361167,-1.0335387743745166
2015-09-16,-1.0309492291695777,-1.0353761053350892,-1.0295849380439241
2015-09-17,-1.0404993074411166,-1.0355661564677459,-1.0362521682690207
2015-09-18,-1.0423019333621262,-1.0438898683193945,-1.0434233060534466
2015-09-21,-1.0355516839328696,-1.0398230234610328,-1.0364847364388996
2015-09-22,-1.0424936840221544,-1.0443459736391316,-1.0409037386830249
2015-09-23,-1.0389651558533528,-1.042293543196912,-1.0378802046057232
2015-09-24,-1.0363571069326063,-1.0393289311129497,-1.0414851591077219
2015-09-25,-1.0374693661021974,-1.0348059809348507,-1.0350892978458512
2015-09-28,-1.0461756302758831,-1.0428636675971505,-1.0412138197182714
2015-09-29,-1.0591391804679053,-1.0468924964294346,-1.0589672528388145
2015-09-30,-1.0543833076196865,-1.0543800586914958,-1.0555948665066948
2015-10-01,-1.05714477462536,-1.0616775698209002,-1.0610992263086216
2015-10-02,-1.0540765007113397,-1.0563944731076378,-1.0601688944815557
2015-10-05,-1.052542349123576,-1.055026186146158,-1.0542769407790142
2015-10-06,-1.0505096107059295,-1.053619912156332,-1.05156354688451
2015-10-07,-1.052542349123576,-1.0535058930758308,-1.0529589854775583
2015-10-08,-1.0574516107952143,-1.0595111202981793,-1.0576105558915625
2015-10-09,-1.0474029456937928,-1.0515674817141125,-1.0526489044423117
2015-10-12,-1.0493973515363382,-1.0497811054589732,-1.0450901136097206
2015-10-13,-1.048668622948311,-1.0509213542594502,-1.048036105247879
2015-10-14,-1.0547285056261495,-1.054456090743651,-1.0523775650528613
2015-10-15,-1.0484001486150656,-1.0522516251948524,-1.0487726105508626
2015-10-16,-1.051545146202303,-1.0526316984624342,-1.0486175552463515
2015-10-19,-1.048898735444948,-1.0535818961302545,-1.050245591583054
2015-10-20,-1.0410746179442165,-1.0443839896652092,-1.0474934264689781
2015-10-21,-1.0411129505193175,-1.0390248608997914,-1.036329710708164
2015-10-22,-1.0344394247632784,-1.0393289311129497,-1.0347791872368293
2015-10-23,-1.0207088134081281,-1.0251519691500683,-1.0261350388464365
2015-10-26,-1.0352832095996238,-1.029332862086663,-1.031600627428792
2015-10-27,-1.0380830091803985,-1.0353761053350892,-1.0352055819307906
2015-10-28,-1.0199801140816087,-1.0248859149629879,-1.027181654758442
2015-10-29,-1.01514754682168,-1.0196028182497254,-1.0186150488071926
2015-10-30,-1.0190979674086544,-1.0175884038335834,-1.0140410208323316
2015-11-02,-1.012654554149252,-1.0170562954594224,-1.0134207996142877
2015-11-03,-1.0073234000594409,-1.0089606217687768,-1.0091956534680202
2015-11-04,-1.0095095565620145,-1.0077063538877984,-1.0056294406118178
2015-11-05,-1.0136517570705248,-1.012001236907163,-1.0112113132791125
2015-11-06,-1.0131148084040336,-1.0153459512564387,-1.009505734503267
2015-11-09,-1.0149941287367528,-1.0153459512564387,-1.011715220838442
2015-11-10,-1.0295685249282487,-1.0295609002476658,-1.027181654758442
2015-11-11,-1.0320998501757777,-1.032031419983545,-1.0304764986514188
2015-11-12,-1.0335956399269328,-1.0343118885867675,-1.028770919875573
2015-11-13,-1.046559190118955,-1.0390628769258692,-1.0418728121558871
2015-11-16,-1.039502104519844,-1.044117935478129,-1.0467956923855664
2015-11-17,-1.0413814248525632,-1.0410392753159334,-1.0378026917403556
2015-11-18,-1.0275741190857033,-1.0317653657964645,-1.0293523698740454
2015-11-19,-1.021859434414328,-1.023175570760004,-1.0244682312901625
2015-11-20,-1.0198650285717825,-1.0225294433053418,-1.0163667912524461
2015-11-23,-1.0258098550013024,-1.0232515738144277,-1.0222200033091913
2015-11-24,-1.0214759038327639,-1.0246958928280627,-1.0230727631233387
2015-11-25,-1.02473595766832,-1.0251519691500683,-1.0199717457544446
2015-11-27,-1.0255797425046655,-1.0282686163406098,-1.0212121586167573
2015-11-30,-1.0237003929104385,-1.0244678256693285,-1.0206307086182849
2015-12-01,-1.027382368425675,-1.0267483232702825,-1.0240806078157727
2015-12-02,-1.0314478452609679,-1.0294088651410869,-1.0271041123192988
2015-12-03,-1.0355900457694782,-1.0344259076672688,-1.0343140213232962
2015-12-04,-1.020900593329664,-1.0250759660956446,-1.0308641221258086
2015-12-07,-1.023777116583656,-1.0227574814663445,-1.0203981404484062
2015-12-08,-1.0239688672436842,-1.0275464858315237,-1.0240806078157727
2015-12-09,-1.0339791705084969,-1.0310051902635693,-1.030980406210748
2015-12-10,-1.0318697376791406,-1.0338557832670303,-1.029313598654474
2015-12-11,-1.0433374688585,-1.039747020406609,-1.0396245546011407
2015-12-14,-1.0460222121909561,-1.0500471596460537,-1.0514860044453667
2015-12-15,-1.053654608293167,-1.0495910543263165,-1.0493152893297635
2015-12-16,-1.050394554457611,-1.0526697144885118,-1.0553235271172443
2015-12-17,-1.059445987376252,-1.0516815007946139,-1.0546257930338323
2015-12-18,-1.070760329732192,-1.0620576720862136,-1.0669136671457953
2015-12-21,-1.065774344387336,-1.0702293488312833,-1.067843969399086
2015-12-22,-1.0661578749689,-1.0688990778958811,-1.06443284142117
2015-12-23,-1.0608650827156976,-1.0646041948765166,-1.0615256210025832
2015-12-24,-1.0630896010548798,-1.064034070476278,-1.0586184005839963
2015-12-28,-1.0677303883932727,-1.0690130969763825,-1.0654794277594
2015-12-29,-1.060366495885815,-1.0623997293277179,-1.0628435467302637
2015-12-30,-1.0658127062239446,-1.065174319276755,-1.061603133867951
2015-12-31,-1.0737135473978936,-1.0715216327383392,-1.070751189817673
2016-01-04,-1.0733683786529382,-1.0778309301738458,-1.0816823374086082
2016-01-05,-1.0834937381660694,-1.0760065668903604,-1.080093042717702
2016-01-06,-1.0912028286799902,-1.0892333021876899,-1.0899388327508357
2016-01-07,-1.1075031271192781,-1.0977470941697267,-1.1032732932010287
2016-01-08,-1.1055470831133414,-1.1016238878954316,-1.1019941091191445
2016-01-11,-1.0995255622721118,-1.1018139390280883,-1.0997458811381733
2016-01-12,-1.0940409900973733,-1.0956186316753518,-1.0939314403009996
2016-01-13,-1.103897875277259,-1.093718236339711,-1.099900906868909
2016-01-14,-1.0957285597700646,-1.096416794236593,-1.1059479454497367
2016-01-15,-1.1048950781985316,-1.1069450006347719,-1.1074209264819284
2016-01-19,-1.1066976748580335,-1.1033722481244934,-1.1068782477030275
2016-01-20,-1.1061990880281511,-1.105120608353555,-1.1149409460949478
2016-01-21,-1.1080784083608703,-1.1062988731801096,-1.1090489628186309
2016-01-22,-1.0884413616743165,-1.092692035617467,-1.0957532735880093
2016-01-25,-1.096035366678411,-1.0924259814303865,-1.0924972009146043
2016-01-26,-1.093925933849055,-1.0948965011662657,-1.0969161735849542
2016-01-27,-1.1191242763835645,-1.1110498615192113,-1.1152510567039697
2016-01-28,-1.1165545892994269,-1.1190695321554334,-1.1189335240713363
2016-01-29,-1.1040896551987949,-1.1083513036223294,-1.111335991592949
2016-02-01,-1.1075798215309878,-1.1107457913060532,-1.1072658711774173
2016-02-02,-1.115058770286764,-1.113292314096356,-1.1116073309823995
2016-02-03,-1.1078866577008422,-1.11025169895797,-1.1123825779311791
2016-02-04,-1.1069278166161782,-1.1083892906506754,-1.1080798893457686
2016-02-05,-1.1168230636326724,-1.1099476287448118,-1.1138943301829423
2016-02-08,-1.1130260318691174,-1.1145845980034121,-1.1164139271271392
2016-02-09,-1.113102755542335,-1.1136723873639378,-1.1129640279296515
2016-02-10,-1.1158642225480084,-1.112114078267533,-1.1123050650658113
2016-02-11,-1.118050379050582,-1.1183093566225382,-1.1181582771225564
2016-02-12,-1.116938119880991,-1.1191455352098572,-1.1165302112120785
2016-02-16,-1.106774398531251,-1.1102136829318923,-1.110328146900515
2016-02-17,-1.1010980464349767,-1.1050446052991312,-1.1043586507588306
2016-02-18,-1.1082318264457975,-1.1024600664827506,-1.1045912485024847
2016-02-19,-1.109075611282143,-1.1105557401733965,-1.1057153477060826
2016-02-22,-1.1058539192831958,-1.1100236317992356,-1.105250211366325
2016-02-23,-1.114253347287027,-1.1115439538672944,-1.110560715070394
2016-02-24,-1.108845498785506,-1.1120000591870316,-1.1153285695693376
2016-02-25,-1.1063141442764695,-1.1105557401733965,-1.1078473211758897
2016-02-26,-1.1057388337733696,-1.1057667648059488,-1.1026918432025563
2016-02-29,-1.1065826186097152,-1.1049685732469758,-1.1024205038131059
2016-03-01,-1.0918548335947997,-1.095314590459925,-1.0994357705291513
2016-03-02,-1.0910110487584543,-1.0948584851401881,-1.09083039335833
2016-03-03,-1.0881345255044623,-1.0917418379496466,-1.0876906047698645
2016-03-04,-1.0823431171598696,-1.083988221500505,-1.084124391913662
2016-03-07,-1.0867154301650168,-1.087484941958628,-1.0857136866045685
2016-03-08,-1.0899371514254719,-1.09155178681699,-1.0878844017201719
2016-03-09,-1.0895919534190088,-1.0922359302977298,-1.0883883388532765
2016-03-10,-1.0894002027589806,-1.0897274235335046,-1.088853475193034
2016-03-11,-1.0852196404138614,-1.0895753884269255,-1.083620484354333
2016-03-14,-1.0842224667540965,-1.08718087174547,-1.082535126796531
2016-03-15,-1.0763215963186399,-1.0785530896806634,-1.0745111996241825
2016-03-16,-1.0709904422288288,-1.074258206661299,-1.0716427504251673
2016-03-17,-1.0716424471436383,-1.0736500662349828,-1.070208511038772
2016-03-18,-1.0711822221503646,-1.0735360471544813,-1.0693169504312776
2016-03-21,-1.0712205547254656,-1.0691651320829616,-1.0695107769553602
2016-03-22,-1.0681139189748368,-1.0705334190444413,-1.0692394375659098
2016-03-23,-1.0703767991506277,-1.0713695976317603,-1.0665647853172018
2016-03-24,-1.0721410632350286,-1.0744862448223016,-1.0704798504282225
2016-03-28,-1.073982021731139,-1.0747142829833045,-1.0698208875643822
2016-03-29,-1.0644319727211078,-1.0686330237088006,-1.070518621647794
2016-03-30,-1.0572214982985775,-1.0586369546825143,-1.0560988036397994
2016-03-31,-1.059407654801151,-1.0606133530725785,-1.0550134460819975
2016-04-01,-1.0555722904624951,-1.0602332798049967,-1.057649327111134
2016-04-04,-1.0512383100324487,-1.0519095389556166,-1.0496253999387855
2016-04-05,-1.0562626572139133,-1.0574586898559595,-1.052920243831762
2016-04-06,-1.0518519823721575,-1.0565084921881391,-1.0537730332196849
2016-04-07,-1.061133557048943,-1.0586369546825143,-1.0579594081463806
2016-04-08,-1.0606733027941617,-1.0611074744183933,-1.0577656111960734
2016-04-11,-1.0592925985528325,-1.0579147951756966,-1.0552072430323047
2016-04-12,-1.0538463589531952,-1.058332884469356,-1.055866205896145
2016-04-13,-1.0477097818636472,-1.0513394435531096,-1.047570939334346
2016-04-14,-1.0474796693670103,-1.051149392420453,-1.0455165083036821
2016-04-15,-1.0561092391289864,-1.0514914496619572,-1.0517185726152456
2016-04-18,-1.065199033884236,-1.0642241216089348,-1.0625334361212415
2016-04-19,-1.0673851903868097,-1.0678348611475594,-1.0652856012353173
2016-04-20,-1.0665414348119717,-1.0674928039060552,-1.065944593672933
2016-04-21,-1.0709904422288288,-1.071901706005921,-1.0680377959231686
2016-04-22,-1.07210270139842,-1.073612050208905,-1.0715264367664525
2016-04-25,-1.074403914149312,-1.076766713425524,-1.0719528314604139
2016-04-26,-1.0772037429915942,-1.0780969843609263,-1.0742786018805284
2016-04-27,-1.1022486674411767,-1.1031442099634905,-1.1061805136196157
2016-04-28,-1.1137163986205358,-1.1062988731801096,-1.1117236150673389
2016-04-29,-1.1178969609656548,-1.1183093566225382,-1.1184683581578032
2016-05-02,-1.1182804915472189,-1.1207418603323396,-1.1188947528517645
2016-05-03,-1.1123740269543079,-1.114432562896833,-1.1139331014025138
2016-05-04,-1.1161710294563552,-1.113824422470517,-1.1133904226236129
2016-05-05,-1.119814643134983,-1.1207798763584174,-1.117809395293963
2016-05-06,-1.1218090197160207,-1.1231363770137952,-1.1210267263215719
2016-05-09,-1.121540545382775,-1.1219201251588944,-1.1181582771225564
2016-05-10,-1.1191242763835645,-1.122680271694058,-1.1200188816291379
2016-05-11,-1.1226144427157574,-1.122680271694058,-1.1186621846818858
2016-05-12,-1.130937205569387,-1.125682899804098,-1.1302522951366614
2016-05-13,-1.1302468388179685,-1.1299017797690387,-1.1281978641059975
2016-05-16,-1.1173600122991636,-1.1195636245035165,-1.1218019732703515
2016-05-17,-1.118855802050319,-1.1183853886746935,-1.1165302112120785
2016-05-18,-1.1147519633784173,-1.1164469773129753,-1.1131190832341626
2016-05-19,-1.1161326968812542,-1.1186134268356962,-1.1143594960964753
2016-05-20,-1.1122206088693807,-1.1156107987256563,-1.1106770287291088
2016-05-23,-1.1075798215309878,-1.1089213990248363,-1.1062192848391872
2016-05-24,-1.1019418312713223,-1.1055007106188683,-1.1016840280838978
2016-05-25,-1.0953449999269926,-1.0992294002117078,-1.0967611182804433
2016-05-26,-1.0923150585880737,-1.0954665965687727,-1.0947066872497793
2016-05-27,-1.0925452003462182,-1.0964548102626706,-1.0923421456100932
2016-05-31,-1.0944245206789374,-1.096720864449751,-1.0940089531663675
2016-06-01,-1.0997940366053574,-1.0999895467468714,-1.0959083288925204
2016-06-02,-1.1026321980227407,-1.1064509082866887,-1.1024980462522491
2016-06-03,-1.1018651368596126,-1.1048165671381285,-1.099319486444212
2016-06-06,-1.0991420316905478,-1.0910576944689068,-1.0989318333960467
2016-06-07,-1.0976078801027838,-1.098735278865893,-1.0934662743874666
2016-06-08,-1.0979530488477391,-1.0999135436924479,-1.0945516319452684
2016-06-09,-1.0952299436786743,-1.0982792025438874,-1.0954044213331913
2016-06-10,-1.0983749412659118,-1.100711706253689,-1.095326878894048
2016-06-13,-1.1040896551987949,-1.101585871869354,-1.100676183391464
2016-06-14,-1.1036294009440133,-1.1040183755791555,-1.102032880338716
2016-06-15,-1.104856716361923,-1.104284429766236,-1.1009475227809145
2016-06-16,-1.1032842029375503,-1.1067929655281927,-1.1046687613678525
2016-06-17,-1.111798716451208,-1.110973829467056,-1.107653494651807
2016-06-20,-1.1126808631241623,-1.111277899680214,-1.1087001105638126
2016-06-21,-1.1095741981120255,-1.112114078267533,-1.1100568075110646
2016-06-22,-1.1109549316148624,-1.1100616478253134,-1.1074596977014999
2016-06-23,-1.108845498785506,-1.1123421164285359,-1.1078473211758897
2016-06-24,-1.1192009707952741,-1.1185373947835409,-1.1179256793789023
2016-06-27,-1.124417068636767,-1.1246566700841223,-1.122383423268824
2016-06-28,-1.118472271468755,-1.1223381854548222,-1.1199025975441985
2016-06-29,-1.1153656064566182,-1.1189554840772005,-1.1141269279265964
2016-06-30,-1.1107631809548342,-1.1143185438163317,-1.1115297885432562
2016-07-01,-1.109650921785243,-1.1116579729477958,-1.1075372105668677
2016-07-05,-1.113102755542335,-1.1157248178061576,-1.1109095968989875
2016-07-06,-1.1110316552880797,-1.1147366041122597,-1.1112584491538058
2016-07-07,-1.1094591418637072,-1.1115439538672944,-1.1064130817894944
2016-07-08,-1.1066209804463238,-1.1100616478253134,-1.1047462742332204
2016-07-11,-1.1054703594401238,-1.1071730387957746,-1.1021103932040839
