Price,Close,High,Low
Ticker,AAPL,AAPL,AAPL
Date,,,
2015-07-28,30.844999313354492,30.977500915527344,30.637500762939453
2015-07-29,30.747499465942383,30.875,30.5674991607666
2015-07-30,30.592500686645508,30.642499923706055,30.427499771118164
2015-07-31,30.325000762939453,30.65999984741211,30.227500915527344
2015-08-03,29.610000610351562,30.642499923706055,29.3799991607666
2015-08-04,28.65999984741211,29.424999237060547,28.3125
2015-08-05,28.850000381469727,29.360000610351562,28.024999618530273
2015-08-06,28.782499313354492,29.125,28.530000686645508
2015-08-07,28.8799991607666,29.0625,28.625
2015-08-10,29.93000030517578,29.997499465942383,29.13249969482422
2015-08-11,28.372499465942383,29.545000076293945,28.332500457763672
2015-08-12,28.809999465942383,28.854999542236328,27.407499313354492
2015-08-13,28.787500381469727,29.100000381469727,28.635000228881836
2015-08-14,28.989999771118164,29.077499389648438,28.502500534057617
2015-08-17,29.290000915527344,29.412500381469727,28.875
2015-08-18,29.125,29.360000610351562,29.002500534057617
2015-08-19,28.752500534057617,29.1299991607666,28.670000076293945
2015-08-20,28.162500381469727,28.587499618530273,27.907499313354492
2015-08-21,26.440000534057617,27.975000381469727,26.412500381469727
2015-08-24,25.780000686645508,27.200000762939453,23.0
2015-08-25,25.934999465942383,27.77750015258789,25.875
2015-08-26,27.422500610351562,27.47249984741211,26.262500762939453
2015-08-27,28.229999542236328,28.309999465942383,27.5049991607666
2015-08-28,28.322500228881836,28.327499389648438,27.885000228881836
2015-08-31,28.190000534057617,28.63249969482422,28.0
2015-09-01,26.93000030517578,27.969999313354492,26.84000015258789
2015-09-02,28.084999084472656,28.084999084472656,27.282499313354492
2015-09-03,27.592500686645508,28.19499969482422,27.510000228881836
2015-09-04,27.3174991607666,27.612499237060547,27.127500534057617
2015-09-08,28.077499389648438,28.139999389648438,27.579999923706055
2015-09-09,27.537500381469727,28.5049991607666,27.4424991607666
2015-09-10,28.142499923706055,28.31999969482422,27.475000381469727
2015-09-11,28.552499771118164,28.552499771118164,27.940000534057617
2015-09-14,28.827499389648438,29.22249984741211,28.71500015258789
2015-09-15,29.06999969482422,29.13249969482422,28.604999542236328
2015-09-16,29.102500915527344,29.135000228881836,28.860000610351562
2015-09-17,28.479999542236328,29.122499465942383,28.43000030517578
2015-09-18,28.362499237060547,28.575000762939453,27.967500686645508
2015-09-21,28.802499771118164,28.842500686645508,28.415000915527344
2015-09-22,28.350000381469727,28.545000076293945,28.1299991607666
2015-09-23,28.579999923706055,28.68000030517578,28.325000762939453
2015-09-24,28.75,28.875,28.092500686645508
2015-09-25,28.677499771118164,29.172500610351562,28.5049991607666
2015-09-28,28.110000610351562,28.642499923706055,28.110000610351562
2015-09-29,27.264999389648438,28.377500534057617,26.96500015258789
2015-09-30,27.575000762939453,27.885000228881836,27.1825008392334
2015-10-01,27.395000457763672,27.405000686645508,26.827499389648438
2015-10-02,27.594999313354492,27.752500534057617,26.887500762939453
2015-10-05,27.69499969482422,27.842500686645508,27.267499923706055
2015-10-06,27.827499389648438,27.934999465942383,27.4424991607666
2015-10-07,27.69499969482422,27.9424991607666,27.352500915527344
2015-10-08,27.375,27.547500610351562,27.052499771118164
2015-10-09,28.030000686645508,28.06999969482422,27.372499465942383
2015-10-12,27.899999618530273,28.1875,27.860000610351562
2015-10-13,27.947500228881836,28.112499237060547,27.670000076293945
2015-10-14,27.552499771118164,27.8799991607666,27.389999389648438
2015-10-15,27.96500015258789,28.024999618530273,27.622499465942383
2015-10-16,27.760000228881836,28.0,27.63249969482422
2015-10-19,27.9325008392334,27.9375,27.52750015258789
2015-10-20,28.4424991607666,28.542499542236328,27.704999923706055
2015-10-21,28.440000534057617,28.895000457763672,28.424999237060547
2015-10-22,28.875,28.875,28.524999618530273
2015-10-23,29.770000457763672,29.8075008392334,29.082500457763672
2015-10-26,28.81999969482422,29.532499313354492,28.729999542236328
2015-10-27,28.637500762939453,29.135000228881836,28.497499465942383
2015-10-28,29.8174991607666,29.825000762939453,29.014999389648438
2015-10-29,30.13249969482422,30.172500610351562,29.5674991607666
2015-10-30,29.875,30.30500030517578,29.862499237060547
2015-11-02,30.295000076293945,30.34000015258789,29.90250015258789
2015-11-03,30.642499923706055,30.872499465942383,30.174999237060547
2015-11-04,30.5,30.954999923706055,30.405000686645508
2015-11-05,30.229999542236328,30.672500610351562,30.045000076293945
2015-11-06,30.264999389648438,30.452499389648438,30.155000686645508
2015-11-09,30.142499923706055,30.452499389648438,30.012500762939453
2015-11-10,29.1924991607666,29.517499923706055,29.014999389648438
2015-11-11,29.02750015258789,29.354999542236328,28.802499771118164
2015-11-12,28.93000030517578,29.204999923706055,28.912500381469727
2015-11-13,28.084999084472656,28.892499923706055,28.0674991607666
2015-11-16,28.545000076293945,28.559999465942383,27.75
2015-11-17,28.422500610351562,28.762500762939453,28.329999923706055
2015-11-18,29.322500228881836,29.372499465942383,28.875
2015-11-19,29.69499969482422,29.9375,29.190000534057617
2015-11-20,29.825000762939453,29.979999542236328,29.712499618530273
2015-11-23,29.4375,29.9325008392334,29.334999084472656
2015-11-24,29.719999313354492,29.837499618530273,29.280000686645508
2015-11-25,29.50749969482422,29.8075008392334,29.479999542236328
2015-11-27,29.452499389648438,29.602500915527344,29.399999618530273
2015-11-30,29.575000762939453,29.852500915527344,29.4375
2015-12-01,29.334999084472656,29.702499389648438,29.21500015258789
2015-12-02,29.06999969482422,29.52750015258789,29.020000457763672
2015-12-03,28.799999237060547,29.197500228881836,28.55500030517578
2015-12-04,29.75749969482422,29.8125,28.77750015258789
2015-12-07,29.56999969482422,29.96500015258789,29.452499389648438
2015-12-08,29.5575008392334,29.649999618530273,29.21500015258789
2015-12-09,28.905000686645508,29.422500610351562,28.770000457763672
2015-12-10,29.042499542236328,29.235000610351562,28.877500534057617
2015-12-11,28.295000076293945,28.84749984741211,28.212499618530273
2015-12-14,28.1200008392334,28.170000076293945,27.447500228881836
2015-12-15,27.622499465942383,28.200000762939453,27.587499618530273
2015-12-16,27.834999084472656,27.997499465942383,27.200000762939453
2015-12-17,27.2450008392334,28.0625,27.2450008392334
2015-12-18,26.50749969482422,27.3799991607666,26.452499389648438
2015-12-21,26.832500457763672,26.842500686645508,26.392499923706055
2015-12-22,26.8075008392334,26.93000030517578,26.612499237060547
2015-12-23,27.15250015258789,27.212499618530273,26.799999237060547
2015-12-24,27.00749969482422,27.25,26.987499237060547
2015-12-28,26.704999923706055,26.922500610351562,26.545000076293945
2015-12-29,27.184999465942383,27.357500076293945,26.71500015258789
2015-12-30,26.829999923706055,27.174999237060547,26.795000076293945
2015-12-31,26.315000534057617,26.75749969482422,26.204999923706055
2016-01-04,26.337499618530273,26.342500686645508,25.5
2016-01-05,25.677499771118164,26.462499618530273,25.602500915527344
2016-01-06,25.174999237060547,25.592500686645508,24.967500686645508
2016-01-07,24.112499237060547,25.032499313354492,24.107500076293945
2016-01-08,24.239999771118164,24.77750015258789,24.190000534057617
2016-01-11,24.63249969482422,24.764999389648438,24.334999084472656
2016-01-12,24.989999771118164,25.172500610351562,24.709999084472656
2016-01-13,24.34749984741211,25.297500610351562,24.325000762939453
2016-01-14,24.8799991607666,25.1200008392334,23.934999465942383
2016-01-15,24.282499313354492,24.427499771118164,23.84000015258789
2016-01-19,24.165000915527344,24.662500381469727,23.875
2016-01-20,24.197500228881836,24.547500610351562,23.354999542236328
2016-01-21,24.075000762939453,24.469999313354492,23.735000610351562
2016-01-22,25.354999542236328,25.364999771118164,24.592500686645508
2016-01-25,24.860000610351562,25.38249969482422,24.802499771118164
2016-01-26,24.997499465942383,25.219999313354492,24.517499923706055
2016-01-27,23.354999542236328,24.157499313354492,23.334999084472656
2016-01-28,23.522499084472656,23.6299991607666,23.09749984741211
2016-01-29,24.334999084472656,24.334999084472656,23.587499618530273
2016-02-01,24.107500076293945,24.177499771118164,23.850000381469727
2016-02-02,23.6200008392334,24.010000228881836,23.56999969482422
2016-02-03,24.087499618530273,24.209999084472656,23.520000457763672
2016-02-04,24.149999618530273,24.332500457763672,23.797500610351562
2016-02-05,23.5049991607666,24.229999542236328,23.422500610351562
2016-02-08,23.752500534057617,23.924999237060547,23.260000228881836
2016-02-09,23.747499465942383,23.985000610351562,23.482500076293945
2016-02-10,23.5674991607666,24.087499618530273,23.524999618530273
2016-02-11,23.424999237060547,23.68000030517578,23.147499084472656
2016-02-12,23.497499465942383,23.625,23.252500534057617
2016-02-16,24.15999984741211,24.212499618530273,23.65250015258789
2016-02-17,24.530000686645508,24.552499771118164,24.037500381469727
2016-02-18,24.065000534057617,24.72249984741211,24.022499084472656
2016-02-19,24.010000228881836,24.190000534057617,23.950000762939453
2016-02-22,24.219999313354492,24.225000381469727,23.979999542236328
2016-02-23,23.672500610351562,24.125,23.637500762939453
2016-02-24,24.024999618530273,24.094999313354492,23.329999923706055
2016-02-25,24.190000534057617,24.190000534057617,23.8125
2016-02-26,24.227500915527344,24.5049991607666,24.145000457763672
2016-02-29,24.172500610351562,24.5575008392334,24.162500381469727
2016-03-01,25.13249969482422,25.1924991607666,24.354999542236328
2016-03-02,25.1875,25.22249984741211,24.90999984741211
2016-03-03,25.375,25.427499771118164,25.112499237060547
2016-03-04,25.752500534057617,25.9375,25.342500686645508
2016-03-07,25.467500686645508,25.707500457763672,25.239999771118164
2016-03-08,25.25749969482422,25.440000534057617,25.100000381469727
2016-03-09,25.280000686645508,25.395000457763672,25.0674991607666
2016-03-10,25.292499542236328,25.559999465942383,25.037500381469727
2016-03-11,25.565000534057617,25.56999969482422,25.375
2016-03-14,25.6299991607666,25.727500915527344,25.44499969482422
2016-03-15,26.145000457763672,26.295000076293945,25.962499618530273
2016-03-16,26.49250030517578,26.577499389648438,26.147499084472656
2016-03-17,26.450000762939453,26.61750030517578,26.239999771118164
2016-03-18,26.479999542236328,26.625,26.297500610351562
2016-03-21,26.477500915527344,26.912500381469727,26.28499984741211
2016-03-22,26.68000030517578,26.822500228881836,26.302499771118164
2016-03-23,26.532499313354492,26.767499923706055,26.475000381469727
2016-03-24,26.417499542236328,26.5625,26.22249984741211
2016-03-28,26.297500610351562,26.547500610351562,26.264999389648438
2016-03-29,26.920000076293945,26.947500228881836,26.219999313354492
2016-03-30,27.389999389648438,27.604999542236328,27.149999618530273
2016-03-31,27.247499465942383,27.475000381469727,27.219999313354492
2016-04-01,27.497499465942383,27.5,27.049999237060547
2016-04-04,27.780000686645508,28.047500610351562,27.5674991607666
2016-04-05,27.452499389648438,27.6825008392334,27.354999542236328
2016-04-06,27.739999771118164,27.7450008392334,27.299999237060547
2016-04-07,27.135000228881836,27.604999542236328,27.030000686645508
2016-04-08,27.165000915527344,27.4424991607666,27.042499542236328
2016-04-11,27.2549991607666,27.65250015258789,27.207500457763672
2016-04-12,27.610000610351562,27.625,27.165000915527344
2016-04-13,28.010000228881836,28.084999084472656,27.700000762939453
2016-04-14,28.024999618530273,28.09749984741211,27.832500457763672
2016-04-15,27.462499618530273,28.075000762939453,27.4325008392334
2016-04-18,26.8700008392334,27.237499237060547,26.735000610351562
2016-04-19,26.727500915527344,27.0,26.5575008392334
2016-04-20,26.782499313354492,27.022499084472656,26.514999389648438
2016-04-21,26.49250030517578,26.732500076293945,26.3799991607666
2016-04-22,26.420000076293945,26.6200008392334,26.155000686645508
2016-04-25,26.270000457763672,26.412500381469727,26.127500534057617
2016-04-26,26.087499618530273,26.325000762939453,25.977500915527344
2016-04-27,24.454999923706055,24.677499771118164,23.920000076293945
2016-04-28,23.707500457763672,24.469999313354492,23.5625
2016-04-29,23.434999465942383,23.68000030517578,23.127500534057617
2016-05-02,23.40999984741211,23.520000457763672,23.100000381469727
2016-05-03,23.795000076293945,23.934999465942383,23.420000076293945
2016-05-04,23.547500610351562,23.975000381469727,23.454999923706055
2016-05-05,23.309999465942383,23.517499923706055,23.170000076293945
2016-05-06,23.18000030517578,23.362499237060547,22.962499618530273
2016-05-09,23.197500228881836,23.4424991607666,23.147499084472656
2016-05-10,23.354999542236328,23.392499923706055,23.02750015258789
2016-05-11,23.127500534057617,23.392499923706055,23.114999771118164
2016-05-12,22.584999084472656,23.19499969482422,22.36750030517578
2016-05-13,22.6299991607666,22.917499542236328,22.5
2016-05-16,23.469999313354492,23.59749984741211,22.912500381469727
2016-05-17,23.372499465942383,23.674999237060547,23.252500534057617
2016-05-18,23.639999389648438,23.802499771118164,23.47249984741211
2016-05-19,23.549999237060547,23.65999984741211,23.392499923706055
2016-05-20,23.80500030517578,23.857500076293945,23.6299991607666
2016-05-23,24.107500076293945,24.297500610351562,23.917499542236328
2016-05-24,24.475000381469727,24.522499084472656,24.209999084472656
2016-05-25,24.905000686645508,24.934999465942383,24.52750015258789
2016-05-26,25.102500915527344,25.1825008392334,24.65999984741211
2016-05-27,25.087499618530273,25.11750030517578,24.8125
2016-05-31,24.96500015258789,25.100000381469727,24.704999923706055
2016-06-01,24.614999771118164,24.885000228881836,24.582500457763672
2016-06-02,24.43000030517578,24.459999084472656,24.157499313354492
2016-06-03,24.479999542236328,24.5674991607666,24.362499237060547
2016-06-06,24.657499313354492,25.47249984741211,24.387500762939453
2016-06-07,24.75749969482422,24.967500686645508,24.739999771118164
2016-06-08,24.735000610351562,24.889999389648438,24.670000076293945
2016-06-09,24.912500381469727,24.997499465942383,24.614999771118164
2016-06-10,24.707500457763672,24.837499618530273,24.6200008392334
2016-06-13,24.334999084472656,24.780000686645508,24.274999618530273
2016-06-14,24.364999771118164,24.6200008392334,24.1875
2016-06-15,24.28499984741211,24.602500915527344,24.25749969482422
2016-06-16,24.387500762939453,24.4375,24.017499923706055
2016-06-17,23.832500457763672,24.162500381469727,23.825000762939453
2016-06-20,23.774999618530273,24.142499923706055,23.75749969482422
2016-06-21,23.977500915527344,24.087499618530273,23.670000076293945
2016-06-22,23.887500762939453,24.22249984741211,23.837499618530273
2016-06-23,24.024999618530273,24.072500228881836,23.8125
2016-06-24,23.350000381469727,23.665000915527344,23.162500381469727
2016-06-27,23.010000228881836,23.262500762939453,22.875
2016-06-28,23.397499084472656,23.415000915527344,23.03499984741211
2016-06-29,23.600000381469727,23.637500762939453,23.407499313354492
2016-06-30,23.899999618530273,23.9424991607666,23.575000762939453
2016-07-01,23.97249984741211,24.11750030517578,23.832500457763672
2016-07-05,23.747499465942383,23.850000381469727,23.614999771118164
2016-07-06,23.88249969482422,23.915000915527344,23.592500686645508
2016-07-07,23.985000610351562,24.125,23.905000686645508
2016-07-08,24.170000076293945,24.22249984741211,24.012500762939453
2016-07-11,24.2450008392334,24.412500381469727,24.1825008392334
2016-07-12,24.354999542236328,24.424999237060547,24.280000686645508
2016-07-13,24.217500686645508,24.417499542236328,24.209999084472656
2016-07-14,24.697500228881836,24.747499465942383,24.329999923706055
2016-07-15,24.69499969482422,24.825000762939453,24.625
2016-07-18,24.957500457763672,25.032499313354492,24.649999618530273
2016-07-19,24.967500686645508,25.0,24.834999084472656
2016-07-20,24.989999771118164,25.114999771118164,24.934999465942383
2016-07-21,24.857500076293945,25.25,24.782499313354492
2016-07-22,24.665000915527344,24.825000762939453,24.577499389648438
2016-07-25,24.334999084472656,24.709999084472656,24.229999542236328
2016-07-26,24.167499542236328,24.49250030517578,24.104999542236328
2016-07-27,25.737499237060547,26.087499618530273,25.6875
2016-07-28,26.084999084472656,26.112499237060547,25.704999923706055
2016-07-29,26.052499771118164,26.137500762939453,25.920000076293945
2016-08-01,26.512500762939453,26.537500381469727,26.102500915527344
2016-08-02,26.1200008392334,26.517499923706055,26.0
2016-08-03,26.447500228881836,26.459999084472656,26.1924991607666
2016-08-04,26.467500686645508,26.5,26.31999969482422
2016-08-05,26.8700008392334,26.912500381469727,26.545000076293945
2016-08-08,27.092500686645508,27.092500686645508,26.790000915527344
2016-08-09,27.202499389648438,27.235000610351562,27.002500534057617
2016-08-10,27.0,27.225000381469727,26.940000534057617
2016-08-11,26.982500076293945,27.232500076293945,26.962499618530273
2016-08-12,27.045000076293945,27.110000610351562,26.94499969482422
2016-08-15,27.3700008392334,27.385000228881836,27.020000457763672
2016-08-16,27.344999313354492,27.5575008392334,27.302499771118164
2016-08-17,27.30500030517578,27.342500686645508,27.084999084472656
2016-08-18,27.270000457763672,27.399999618530273,27.2549991607666
2016-08-19,27.34000015258789,27.422500610351562,27.09000015258789
2016-08-22,27.127500534057617,27.274999618530273,26.962499618530273
2016-08-23,27.212499618530273,27.329999923706055,27.13249969482422
2016-08-24,27.00749969482422,27.1875,26.920000076293945
2016-08-25,26.892499923706055,26.969999313354492,26.670000076293945
2016-08-26,26.735000610351562,26.987499237060547,26.577499389648438
2016-08-29,26.704999923706055,26.860000610351562,26.572500228881836
2016-08-30,26.5,26.625,26.375
2016-08-31,26.524999618530273,26.642499923706055,26.40999984741211
2016-09-01,26.6825008392334,26.700000762939453,26.405000686645508
2016-09-02,26.9325008392334,27.0,26.704999923706055
2016-09-06,26.924999237060547,27.075000762939453,26.877500534057617
2016-09-07,27.09000015258789,27.190000534057617,26.767499923706055
2016-09-08,26.3799991607666,26.8174991607666,26.309999465942383
2016-09-09,25.782499313354492,26.43000030517578,25.782499313354492
2016-09-12,26.360000610351562,26.43000030517578,25.63249969482422
2016-09-13,26.987499237060547,27.197500228881836,26.809999465942383
2016-09-14,27.9424991607666,28.25749969482422,27.149999618530273
2016-09-15,28.892499923706055,28.9325008392334,28.372499465942383
2016-09-16,28.729999542236328,29.032499313354492,28.510000228881836
2016-09-19,28.395000457763672,29.045000076293945,28.3125
2016-09-20,28.392499923706055,28.530000686645508,28.127500534057617
2016-09-21,28.387500762939453,28.497499465942383,28.110000610351562
2016-09-22,28.655000686645508,28.735000610351562,28.5
2016-09-23,28.177499771118164,28.697500228881836,27.887500762939453
2016-09-26,28.219999313354492,28.34749984741211,27.887500762939453
2016-09-27,28.272499084472656,28.295000076293945,28.084999084472656
2016-09-28,28.487499237060547,28.65999984741211,28.357500076293945
2016-09-29,28.045000076293945,28.450000762939453,27.950000762939453
2016-09-30,28.262500762939453,28.342500686645508,27.950000762939453
2016-10-03,28.1299991607666,28.262500762939453,28.06999969482422
2016-10-04,28.25,28.577499389648438,28.157499313354492
2016-10-05,28.262500762939453,28.415000915527344,28.172500610351562
2016-10-06,28.47249984741211,28.584999084472656,28.282499313354492
2016-10-07,28.514999389648438,28.639999389648438,28.377500534057617
2016-10-10,29.012500762939453,29.1875,28.68000030517578
2016-10-11,29.075000762939453,29.672500610351562,29.049999237060547
2016-10-12,29.334999084472656,29.4950008392334,29.1875
2016-10-13,29.2450008392334,29.360000610351562,28.93000030517578
2016-10-14,29.407499313354492,29.542499542236328,29.282499313354492
2016-10-17,29.387500762939453,29.459999084472656,29.19499969482422
2016-10-18,29.36750030517578,29.552499771118164,29.362499237060547
2016-10-19,29.280000686645508,29.440000534057617,28.450000762939453
2016-10-20,29.264999389648438,29.344999313354492,29.082500457763672
2016-10-21,29.149999618530273,29.227500915527344,29.06999969482422
2016-10-24,29.412500381469727,29.434999465942383,29.25
2016-10-25,29.5625,29.59000015258789,29.327499389648438
2016-10-26,28.897499084472656,28.924999237060547,28.327499389648438
2016-10-27,28.6200008392334,28.96500015258789,28.524999618530273
