ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-11-30,40.87912726767964,33.99545694212625,53.723704810200104,40.87912726767964,40.87912726767964,3.2062577199605298,3.2062577199605298,3.2062577199605298,0.9372482889952544,0.9372482889952544,0.9372482889952544,2.269009430965276,2.269009430965276,2.269009430965276,0.0,0.0,0.0,44.085384987640175
2017-12-01,40.91033815244297,34.3684960411538,53.22878181352718,40.91033815244297,40.91033815244297,3.366447765101053,3.366447765101053,3.366447765101053,0.9248777555248507,0.9248777555248507,0.9248777555248507,2.4415700095762025,2.4415700095762025,2.4415700095762025,0.0,0.0,0.0,44.27678591754402
2017-12-04,41.00397080673294,34.73156835808695,55.14356831781517,41.00397080673294,41.00397080673294,4.052327025858434,4.052327025858434,4.052327025858434,1.089242405707395,1.089242405707395,1.089242405707395,2.963084620151039,2.963084620151039,2.963084620151039,0.0,0.0,0.0,45.05629783259137
2017-12-05,41.03518169149627,35.450728078289536,55.197888369470476,41.03518169149627,41.03518169149627,4.142670230283527,4.142670230283527,4.142670230283527,1.0109904169215291,1.0109904169215291,1.0109904169215291,3.1316798133619983,3.1316798133619983,3.1316798133619983,0.0,0.0,0.0,45.1778519217798
2017-12-06,41.06639257625959,34.60291496122517,54.96032478048628,41.06639257625959,41.06639257625959,4.2701305687078515,4.2701305687078515,4.2701305687078515,0.9760845581578788,0.9760845581578788,0.9760845581578788,3.294046010549972,3.294046010549972,3.294046010549972,0.0,0.0,0.0,45.33652314496744
2017-12-07,41.09760346102292,35.389676206038075,55.13346682000091,41.09760346102292,41.09760346102292,4.385125996132244,4.385125996132244,4.385125996132244,0.9372482889962811,0.9372482889962811,0.9372482889962811,3.4478777071359623,3.4478777071359623,3.4478777071359623,0.0,0.0,0.0,45.482729457155166
2017-12-08,41.12881434578624,36.43273947234012,55.95085146464899,41.12881434578624,41.12881434578624,4.5157055981764875,4.5157055981764875,4.5157055981764875,0.9248777555250824,0.9248777555250824,0.9248777555250824,3.590827842651406,3.590827842651406,3.590827842651406,0.0,0.0,0.0,45.64451994396273
2017-12-11,41.22244700007621,36.63856470273376,56.330228900565686,41.22244700007621,41.22244700007621,5.020424993526225,5.020424993526225,5.020424993526225,1.0892424057046852,1.0892424057046852,1.0892424057046852,3.9311825878215405,3.9311825878215405,3.9311825878215405,0.0,0.0,0.0,46.242871993602435
2017-12-12,41.253657884839534,36.119962042718846,56.465471478310555,41.253657884839534,41.253657884839534,5.018788518161067,5.018788518161067,5.018788518161067,1.010990416922497,1.010990416922497,1.010990416922497,4.00779810123857,4.00779810123857,4.00779810123857,0.0,0.0,0.0,46.2724464030006
2017-12-13,41.28486876960286,36.25613099476093,56.65852263633956,41.28486876960286,41.28486876960286,5.0387663944331855,5.0387663944331855,5.0387663944331855,0.9760845581579057,0.9760845581579057,0.9760845581579057,4.062681836275281,4.062681836275281,4.062681836275281,0.0,0.0,0.0,46.32363516403605
2017-12-14,41.316079654366185,36.20492594606428,56.08683900470068,41.316079654366185,41.316079654366185,5.031397571487404,5.031397571487404,5.031397571487404,0.9372482889973076,0.9372482889973076,0.9372482889973076,4.094149282490098,4.094149282490098,4.094149282490098,0.0,0.0,0.0,46.34747722585359
2017-12-15,41.34729053912951,36.23799445252515,56.91786680971693,41.34729053912951,41.34729053912951,5.025652351665601,5.025652351665601,5.025652351665601,0.9248777555253141,0.9248777555253141,0.9248777555253141,4.100774596140286,4.100774596140286,4.100774596140286,0.0,0.0,0.0,46.37294289079511
2017-12-18,41.440923193419486,36.50772377085764,56.850742390117745,41.440923193419486,41.440923193419486,5.051172633396535,5.051172633396535,5.051172633396535,1.0892424057071008,1.0892424057071008,1.0892424057071008,3.961930227689434,3.961930227689434,3.961930227689434,0.0,0.0,0.0,46.49209582681602
2017-12-19,41.47213407818281,36.19088983215933,56.028709990286295,41.47213407818281,41.47213407818281,4.872230134201545,4.872230134201545,4.872230134201545,1.010990416922742,1.010990416922742,1.010990416922742,3.8612397172788033,3.8612397172788033,3.8612397172788033,0.0,0.0,0.0,46.344364212384356
2017-12-20,41.50334496294614,36.523160597386564,56.57192983407348,41.50334496294614,41.50334496294614,4.709605673968445,4.709605673968445,4.709605673968445,0.9760845581578186,0.9760845581578186,0.9760845581578186,3.733521115810626,3.733521115810626,3.733521115810626,0.0,0.0,0.0,46.212950636914584
2017-12-21,41.53455584770946,36.04344566788971,56.151792788002304,41.53455584770946,41.53455584770946,4.516707302032835,4.516707302032835,4.516707302032835,0.9372482889967322,0.9372482889967322,0.9372482889967322,3.579459013036103,3.579459013036103,3.579459013036103,0.0,0.0,0.0,46.0512631497423
2017-12-22,41.56576673247278,35.52629663406948,55.55610362495999,41.56576673247278,41.56576673247278,4.325003376556202,4.325003376556202,4.325003376556202,0.9248777555279342,0.9248777555279342,0.9248777555279342,3.400125621028268,3.400125621028268,3.400125621028268,0.0,0.0,0.0,45.890770109028985
2017-12-26,41.69061027152608,35.09839339708264,56.207051403199536,41.69061027152608,41.69061027152608,3.475424034744744,3.475424034744744,3.475424034744744,1.0109904169229869,1.0109904169229869,1.0109904169229869,2.464433617821757,2.464433617821757,2.464433617821757,0.0,0.0,0.0,45.166034306270824
2017-12-27,41.7218211562894,35.055260674632414,55.88061876976603,41.7218211562894,41.7218211562894,3.163514395110508,3.163514395110508,3.163514395110508,0.9760845581580461,0.9760845581580461,0.9760845581580461,2.1874298369524614,2.1874298369524614,2.1874298369524614,0.0,0.0,0.0,44.88533555139991
2017-12-28,41.753032041052734,34.2983164147729,54.62751384998632,41.753032041052734,41.753032041052734,2.836038193015318,2.836038193015318,2.836038193015318,0.9372482889975379,0.9372482889975379,0.9372482889975379,1.8987899040177803,1.8987899040177803,1.8987899040177803,0.0,0.0,0.0,44.58907023406805
2017-12-29,41.78424292581605,34.25662032374005,54.251712130492514,41.78424292581605,41.78424292581605,2.5265754209773323,2.5265754209773323,2.5265754209773323,0.9248777555254802,0.9248777555254802,0.9248777555254802,1.601697665451852,1.601697665451852,1.601697665451852,0.0,0.0,0.0,44.31081834679338
2018-01-02,41.909086464869354,33.07038339435441,53.313892605974786,41.909086464869354,41.909086464869354,1.4075278052661566,1.4075278052661566,1.4075278052661566,1.0109904169239552,1.0109904169239552,1.0109904169239552,0.3965373883422016,0.3965373883422016,0.3965373883422016,0.0,0.0,0.0,43.31661427013551
2018-01-03,41.94029734963267,32.20698484017695,52.977214230058266,41.94029734963267,41.94029734963267,1.084348390780036,1.084348390780036,1.084348390780036,0.976084558157959,0.976084558157959,0.976084558157959,0.10826383262207695,0.10826383262207695,0.10826383262207695,0.0,0.0,0.0,43.02464574041271
2018-01-04,41.97150823439599,32.67383420626865,52.41686681946901,41.97150823439599,41.97150823439599,0.7691454669957324,0.7691454669957324,0.7691454669957324,0.9372482889969627,0.9372482889969627,0.9372482889969627,-0.16810282200123036,-0.16810282200123036,-0.16810282200123036,0.0,0.0,0.0,42.74065370139172
2018-01-05,42.00271911915932,32.049024891732884,52.099536709526454,42.00271911915932,42.00271911915932,0.4954268627983981,0.4954268627983981,0.4954268627983981,0.9248777555230262,0.9248777555230262,0.9248777555230262,-0.42945089272462816,-0.42945089272462816,-0.42945089272462816,0.0,0.0,0.0,42.49814598195772
2018-01-08,42.09635177344929,31.564483497446943,51.59260913257614,42.09635177344929,42.09635177344929,-0.006500953067414066,-0.006500953067414066,-0.006500953067414066,1.0892424057092225,1.0892424057092225,1.0892424057092225,-1.0957433587766365,-1.0957433587766365,-1.0957433587766365,0.0,0.0,0.0,42.089850820381876
2018-01-09,42.127562658212625,32.367261596998446,51.96834664072198,42.127562658212625,42.127562658212625,-0.25983150841247793,-0.25983150841247793,-0.25983150841247793,1.0109904169229598,1.0109904169229598,1.0109904169229598,-1.2708219253354378,-1.2708219253354378,-1.2708219253354378,0.0,0.0,0.0,41.86773114980015
2018-01-10,42.15877354297594,32.353028484452935,51.4553576597147,42.15877354297594,42.15877354297594,-0.4432650224344188,-0.4432650224344188,-0.4432650224344188,0.976084558157872,0.976084558157872,0.976084558157872,-1.4193495805922907,-1.4193495805922907,-1.4193495805922907,0.0,0.0,0.0,41.715508520541526
2018-01-11,42.18998442773927,31.140440942667254,51.415993951973995,42.18998442773927,42.18998442773927,-0.6028152975811439,-0.6028152975811439,-0.6028152975811439,0.9372482889979892,0.9372482889979892,0.9372482889979892,-1.5400635865791332,-1.5400635865791332,-1.5400635865791332,0.0,0.0,0.0,41.587169130158124
2018-01-12,42.221195312502594,31.831699165711864,51.526842660142684,42.221195312502594,42.221195312502594,-0.7072245697533416,-0.7072245697533416,-0.7072245697533416,0.924877755523258,0.924877755523258,0.924877755523258,-1.6321023252765996,-1.6321023252765996,-1.6321023252765996,0.0,0.0,0.0,41.51397074274925
2018-01-16,42.34603885155589,32.057112756587486,52.001022012709136,42.34603885155589,42.34603885155589,-0.699722143101037,-0.699722143101037,-0.699722143101037,1.0109904169226878,1.0109904169226878,1.0109904169226878,-1.7107125600237247,-1.7107125600237247,-1.7107125600237247,0.0,0.0,0.0,41.646316708454854
2018-01-17,42.377249736319214,32.39137298160823,51.72813783628315,42.377249736319214,42.377249736319214,-0.684773329060924,-0.684773329060924,-0.684773329060924,0.976084558157785,0.976084558157785,0.976084558157785,-1.660857887218709,-1.660857887218709,-1.660857887218709,0.0,0.0,0.0,41.69247640725829
2018-01-18,42.40846062108253,31.787758999453544,51.66744675337902,42.40846062108253,42.40846062108253,-0.6484700005048208,-0.6484700005048208,-0.6484700005048208,0.9372482889955911,0.9372482889955911,0.9372482889955911,-1.585718289500412,-1.585718289500412,-1.585718289500412,0.0,0.0,0.0,41.75999062057771
2018-01-19,42.439671505845865,31.824715214566,51.44587531578192,42.439671505845865,42.439671505845865,-0.5623023174620311,-0.5623023174620311,-0.5623023174620311,0.9248777555231922,0.9248777555231922,0.9248777555231922,-1.4871800729852234,-1.4871800729852234,-1.4871800729852234,0.0,0.0,0.0,41.87736918838383
2018-01-22,42.533304160135835,32.52196505058759,52.47006528161811,42.533304160135835,42.533304160135835,0.014695103106873442,0.014695103106873442,0.014695103106873442,1.0892424057116183,1.0892424057116183,1.0892424057116183,-1.074547302604745,-1.074547302604745,-1.074547302604745,0.0,0.0,0.0,42.54799926324271
2018-01-23,42.56451504489916,33.085421542107646,52.98393593512005,42.56451504489916,42.56451504489916,0.10395137572645814,0.10395137572645814,0.10395137572645814,1.0109904169248962,1.0109904169248962,1.0109904169248962,-0.9070390411984381,-0.9070390411984381,-0.9070390411984381,0.0,0.0,0.0,42.66846642062562
2018-01-24,42.595725929662485,32.21781927976337,51.93526439032116,42.595725929662485,42.595725929662485,0.24652912482049574,0.24652912482049574,0.24652912482049574,0.9760845581580122,0.9760845581580122,0.9760845581580122,-0.7295554333375165,-0.7295554333375165,-0.7295554333375165,0.0,0.0,0.0,42.84225505448298
2018-01-25,42.62693681442581,32.73393949082851,52.75966684866022,42.62693681442581,42.62693681442581,0.39194603069534045,0.39194603069534045,0.39194603069534045,0.9372482889966176,0.9372482889966176,0.9372482889966176,-0.5453022583012772,-0.5453022583012772,-0.5453022583012772,0.0,0.0,0.0,43.018882845121155
2018-01-26,42.658147699189136,32.656054982172805,52.85892876015738,42.658147699189136,42.658147699189136,0.5673199176641284,0.5673199176641284,0.5673199176641284,0.9248777555284982,0.9248777555284982,0.9248777555284982,-0.3575578378643698,-0.3575578378643698,-0.3575578378643698,0.0,0.0,0.0,43.225467616853265
2018-01-29,42.751780353479106,34.4846878165011,54.02805394328176,42.751780353479106,42.751780353479106,1.2829308820200955,1.2829308820200955,1.2829308820200955,1.0892424057064733,1.0892424057064733,1.0892424057064733,0.19368847631362235,0.19368847631362235,0.19368847631362235,0.0,0.0,0.0,44.0347112354992
2018-01-30,42.782991238242424,33.417127355755476,54.075782379711114,42.782991238242424,42.782991238242424,1.373708929349254,1.373708929349254,1.373708929349254,1.010990416923901,1.010990416923901,1.010990416923901,0.36271851242535297,0.36271851242535297,0.36271851242535297,0.0,0.0,0.0,44.15670016759168
2018-01-31,42.81420212300576,34.19440661324763,53.89942525132759,42.81420212300576,42.81420212300576,1.495385742674133,1.495385742674133,1.495385742674133,0.9760845581577249,0.9760845581577249,0.9760845581577249,0.519301184516408,0.519301184516408,0.519301184516408,0.0,0.0,0.0,44.30958786567989
2018-02-01,42.845413007769075,34.47932411676938,54.036965686519025,42.845413007769075,42.845413007769075,1.597877923233429,1.597877923233429,1.597877923233429,0.9372482889976443,0.9372482889976443,0.9372482889976443,0.6606296342357848,0.6606296342357848,0.6606296342357848,0.0,0.0,0.0,44.4432909310025
2018-02-02,42.87662389253241,34.247220515830776,54.903686686414794,42.87662389253241,42.87662389253241,1.7089883476846104,1.7089883476846104,1.7089883476846104,0.9248777555233583,0.9248777555233583,0.9248777555233583,0.7841105921612521,0.7841105921612521,0.7841105921612521,0.0,0.0,0.0,44.58561224021702
2018-02-05,42.97025654682238,34.90977449558185,55.234872780853024,42.97025654682238,42.97025654682238,2.1146145078740353,2.1146145078740353,2.1146145078740353,1.0892424057088892,1.0892424057088892,1.0892424057088892,1.025372102165146,1.025372102165146,1.025372102165146,0.0,0.0,0.0,45.084871054696414
2018-02-06,43.0014674315857,35.56763623154342,54.74256833368331,43.0014674315857,43.0014674315857,2.0678125919954486,2.0678125919954486,2.0678125919954486,1.0109904169241457,1.0109904169241457,1.0109904169241457,1.0568221750713027,1.0568221750713027,1.0568221750713027,0.0,0.0,0.0,45.06928002358115
2018-02-07,43.03267831634903,35.14805497256184,54.62661968459173,43.03267831634903,43.03267831634903,2.037714389499142,2.037714389499142,2.037714389499142,0.9760845581578383,0.9760845581578383,0.9760845581578383,1.0616298313413037,1.0616298313413037,1.0616298313413037,0.0,0.0,0.0,45.07039270584817
2018-02-08,43.06388920111235,34.4043877439894,54.68386340656677,43.06388920111235,43.06388920111235,1.976258173944057,1.976258173944057,1.976258173944057,0.9372482889986709,0.9372482889986709,0.9372482889986709,1.0390098849453862,1.0390098849453862,1.0390098849453862,0.0,0.0,0.0,45.04014737505641
2018-02-09,43.09510008587568,35.248377781346434,55.18277013401052,43.09510008587568,43.09510008587568,1.913406687888497,1.913406687888497,1.913406687888497,0.9248777555286639,0.9248777555286639,0.9248777555286639,0.9885289323598331,0.9885289323598331,0.9885289323598331,0.0,0.0,0.0,45.008506773764175
2018-02-12,43.18873274016565,35.08408239962642,54.49796002214317,43.18873274016565,43.18873274016565,1.7601393794435787,1.7601393794435787,1.7601393794435787,1.0892424057086147,1.0892424057086147,1.0892424057086147,0.6708969737349639,0.6708969737349639,0.6708969737349639,0.0,0.0,0.0,44.94887211960923
2018-02-13,43.219943624928966,34.875035713099045,54.19277218996691,43.219943624928966,43.219943624928966,1.522681084466414,1.522681084466414,1.522681084466414,1.0109904169219102,1.0109904169219102,1.0109904169219102,0.511690667544504,0.511690667544504,0.511690667544504,0.0,0.0,0.0,44.74262470939538
2018-02-14,43.2511545096923,33.955893375634574,54.45152090008466,43.2511545096923,43.2511545096923,1.3037751549538286,1.3037751549538286,1.3037751549538286,0.9760845581580659,0.9760845581580659,0.9760845581580659,0.32769059679576257,0.32769059679576257,0.32769059679576257,0.0,0.0,0.0,44.554929664646124
2018-02-15,43.28236539445562,33.95764159579868,53.74522021095938,43.28236539445562,43.28236539445562,1.0577381373732453,1.0577381373732453,1.0577381373732453,0.9372482889962729,0.9372482889962729,0.9372482889962729,0.12048984837697253,0.12048984837697253,0.12048984837697253,0.0,0.0,0.0,44.34010353182886
2018-02-16,43.31357627921895,34.43545343608132,54.17250638443862,43.31357627921895,43.31357627921895,0.8168448695594933,0.8168448695594933,0.8168448695594933,0.9248777555262099,0.9248777555262099,0.9248777555262099,-0.10803288596671666,-0.10803288596671666,-0.10803288596671666,0.0,0.0,0.0,44.130421148778446
2018-02-20,43.438419818272244,33.79484640916156,53.29847430812618,43.438419818272244,43.438419818272244,-0.17826086140866776,-0.17826086140866776,-0.17826086140866776,1.0109904169241186,1.0109904169241186,1.0109904169241186,-1.1892512783327862,-1.1892512783327862,-1.1892512783327862,0.0,0.0,0.0,43.26015895686358
2018-02-21,43.46963070303557,33.10525600144478,52.73700540509168,43.46963070303557,43.46963070303557,-0.5120313452832791,-0.5120313452832791,-0.5120313452832791,0.9760845581579789,0.9760845581579789,0.9760845581579789,-1.488115903441258,-1.488115903441258,-1.488115903441258,0.0,0.0,0.0,42.957599357752294
2018-02-22,43.500841587798895,32.67068220626746,52.490159835846335,43.500841587798895,43.500841587798895,-0.855380843350783,-0.855380843350783,-0.855380843350783,0.9372482889989013,0.9372482889989013,0.9372482889989013,-1.7926291323496844,-1.7926291323496844,-1.7926291323496844,0.0,0.0,0.0,42.645460744448116
2018-02-23,43.53205247256221,31.595458252769156,52.35503509231463,43.53205247256221,43.53205247256221,-1.1748864492638509,-1.1748864492638509,-1.1748864492638509,0.9248777555237562,0.9248777555237562,0.9248777555237562,-2.099764204787607,-2.099764204787607,-2.099764204787607,0.0,0.0,0.0,42.35716602329836
2018-02-26,43.62568512685219,31.965675813646254,52.27035200835155,43.62568512685219,43.62568512685219,-1.9173767937109458,-1.9173767937109458,-1.9173767937109458,1.089242405705885,1.089242405705885,1.089242405705885,-3.0066191994168308,-3.0066191994168308,-3.0066191994168308,0.0,0.0,0.0,41.70830833314125
2018-02-27,43.656896011615515,31.31321216311029,51.55787080976088,43.656896011615515,43.656896011615515,-2.2832437079611423,-2.2832437079611423,-2.2832437079611423,1.010990416923123,1.010990416923123,1.010990416923123,-3.2942341248842655,-3.2942341248842655,-3.2942341248842655,0.0,0.0,0.0,41.373652303654374
2018-02-28,43.68810689637884,31.468625746958224,51.578902902618246,43.68810689637884,43.68810689637884,-2.5937925246447593,-2.5937925246447593,-2.5937925246447593,0.9760845581580926,0.9760845581580926,0.9760845581580926,-3.5698770828028517,-3.5698770828028517,-3.5698770828028517,0.0,0.0,0.0,41.09431437173408
2018-03-01,43.719317781142166,30.462066918405174,50.98686932613905,43.719317781142166,43.719317781142166,-2.893759426346943,-2.893759426346943,-2.893759426346943,0.9372482889965031,0.9372482889965031,0.9372482889965031,-3.8310077153434463,-3.8310077153434463,-3.8310077153434463,0.0,0.0,0.0,40.82555835479522
2018-03-02,43.750528665905485,30.143372119626214,50.46881142785651,43.750528665905485,43.750528665905485,-3.150417267819489,-3.150417267819489,-3.150417267819489,0.9248777555263761,0.9248777555263761,0.9248777555263761,-4.0752950233458645,-4.0752950233458645,-4.0752950233458645,0.0,0.0,0.0,40.60011139808599
2018-03-05,43.84416132019547,31.291811903109284,49.65464041440188,43.84416132019547,43.84416132019547,-3.5983066857461674,-3.5983066857461674,-3.5983066857461674,1.089242405708301,1.089242405708301,1.089242405708301,-4.687549091454469,-4.687549091454469,-4.687549091454469,0.0,0.0,0.0,40.2458546344493
2018-03-06,43.875372204958786,30.374940436321527,49.63153710759022,43.875372204958786,43.875372204958786,-3.8353519936195175,-3.8353519936195175,-3.8353519936195175,1.0109904169221273,1.0109904169221273,1.0109904169221273,-4.846342410541645,-4.846342410541645,-4.846342410541645,0.0,0.0,0.0,40.04002021133927
2018-03-07,43.90658308972211,30.113365410203354,49.668963380860156,43.90658308972211,43.90658308972211,-4.0046417128478655,-4.0046417128478655,-4.0046417128478655,0.976084558157805,0.976084558157805,0.976084558157805,-4.980726271005671,-4.980726271005671,-4.980726271005671,0.0,0.0,0.0,39.90194137687425
2018-03-08,43.93779397448543,29.72913630395566,48.86248030594153,43.93779397448543,43.93779397448543,-4.152889617321801,-4.152889617321801,-4.152889617321801,0.9372482889973087,0.9372482889973087,0.9372482889973087,-5.09013790631911,-5.09013790631911,-5.09013790631911,0.0,0.0,0.0,39.784904357163626
2018-03-09,43.969004859248756,29.182106684879415,49.76471846508065,43.969004859248756,43.969004859248756,-4.249475845863661,-4.249475845863661,-4.249475845863661,0.9248777555266077,0.9248777555266077,0.9248777555266077,-5.174353601390269,-5.174353601390269,-5.174353601390269,0.0,0.0,0.0,39.71952901338509
2018-03-12,44.06263751353873,30.615797400610973,49.70743982871081,44.06263751353873,44.06263751353873,-4.189377672125628,-4.189377672125628,-4.189377672125628,1.089242405708281,1.089242405708281,1.089242405708281,-5.278620077833909,-5.278620077833909,-5.278620077833909,0.0,0.0,0.0,39.8732598414131
2018-03-13,44.09384839830206,30.435674949093617,50.96150549604434,44.09384839830206,44.09384839830206,-4.255466637661164,-4.255466637661164,-4.255466637661164,1.0109904169230959,1.0109904169230959,1.0109904169230959,-5.26645705458426,-5.26645705458426,-5.26645705458426,0.0,0.0,0.0,39.83838176064089
2018-03-14,44.12505928306538,29.768580886020867,49.44496581317764,44.12505928306538,44.12505928306538,-4.256768326949407,-4.256768326949407,-4.256768326949407,0.9760845581580324,0.9760845581580324,0.9760845581580324,-5.232852885107439,-5.232852885107439,-5.232852885107439,0.0,0.0,0.0,39.86829095611598
2018-03-15,44.142497755673865,30.3405225897547,49.82804002620671,44.142497755673865,44.142497755673865,-4.242170309856939,-4.242170309856939,-4.242170309856939,0.9372482889967337,0.9372482889967337,0.9372482889967337,-5.1794185988536725,-5.1794185988536725,-5.1794185988536725,0.0,0.0,0.0,39.90032744581693
2018-03-16,44.15993622828234,30.036774555433993,50.35452177419539,44.15993622828234,44.15993622828234,-4.183113946354182,-4.183113946354182,-4.183113946354182,0.9248777555241537,0.9248777555241537,0.9248777555241537,-5.107991701878336,-5.107991701878336,-5.107991701878336,0.0,0.0,0.0,39.97682228192816
2018-03-19,44.212251646107795,30.750448166195696,50.16783234859396,44.212251646107795,44.212251646107795,-3.7175549444350673,-3.7175549444350673,-3.7175549444350673,1.089242405708007,1.089242405708007,1.089242405708007,-4.806797350143074,-4.806797350143074,-4.806797350143074,0.0,0.0,0.0,40.49469670167273
2018-03-20,44.22969011871628,30.602897717333217,50.049367336309686,44.22969011871628,44.22969011871628,-3.6740726900340688,-3.6740726900340688,-3.6740726900340688,1.0109904169233406,1.0109904169233406,1.0109904169233406,-4.68506310695741,-4.68506310695741,-4.68506310695741,0.0,0.0,0.0,40.55561742868221
2018-03-21,44.24712859132476,31.16184748439627,50.82390472579013,44.24712859132476,44.24712859132476,-3.5805624195496573,-3.5805624195496573,-3.5805624195496573,0.9760845581579453,0.9760845581579453,0.9760845581579453,-4.556646977707603,-4.556646977707603,-4.556646977707603,0.0,0.0,0.0,40.6665661717751
2018-03-22,44.26456706393324,30.991744929592432,50.89742187289569,44.26456706393324,44.26456706393324,-3.486706383359933,-3.486706383359933,-3.486706383359933,0.9372482889961584,0.9372482889961584,0.9372482889961584,-4.423954672356091,-4.423954672356091,-4.423954672356091,0.0,0.0,0.0,40.77786068057331
2018-03-23,44.28200553654172,30.71630849377868,50.48664469332171,44.28200553654172,44.28200553654172,-3.36446593013614,-3.36446593013614,-3.36446593013614,0.9248777555243857,0.9248777555243857,0.9248777555243857,-4.289343685660525,-4.289343685660525,-4.289343685660525,0.0,0.0,0.0,40.917539606405576
2018-03-26,44.33432095436717,31.308192373210794,51.514120937580756,44.33432095436717,44.33432095436717,-2.8067991449068614,-2.8067991449068614,-2.8067991449068614,1.0892424057079872,1.0892424057079872,1.0892424057079872,-3.8960415506148487,-3.8960415506148487,-3.8960415506148487,0.0,0.0,0.0,41.52752180946031
2018-03-27,44.35175942697565,32.18607932591593,51.05136391198052,44.35175942697565,44.35175942697565,-2.764053707981179,-2.764053707981179,-2.764053707981179,1.0109904169223451,1.0109904169223451,1.0109904169223451,-3.7750441249035243,-3.7750441249035243,-3.7750441249035243,0.0,0.0,0.0,41.58770571899447
2018-03-28,44.36919789958413,31.669547757086676,51.578269706279684,44.36919789958413,44.36919789958413,-2.6858279206557207,-2.6858279206557207,-2.6858279206557207,0.976084558157972,0.976084558157972,0.976084558157972,-3.6619124788136928,-3.6619124788136928,-3.6619124788136928,0.0,0.0,0.0,41.68336997892841
2018-03-29,44.38663637219261,31.67290191816884,51.27615304757233,44.38663637219261,44.38663637219261,-2.6207466186166664,-2.6207466186166664,-2.6207466186166664,0.937248288996964,0.937248288996964,0.937248288996964,-3.55799490761363,-3.55799490761363,-3.55799490761363,0.0,0.0,0.0,41.76588975357595
2018-04-02,44.456390262626535,32.47526986150358,52.769594299387826,44.456390262626535,44.456390262626535,-2.163215908642823,-2.163215908642823,-2.163215908642823,1.0892424057079673,1.0892424057079673,1.0892424057079673,-3.2524583143507897,-3.2524583143507897,-3.2524583143507897,0.0,0.0,0.0,42.29317435398371
2018-04-03,44.473828735235024,32.38313993264383,51.92893171056503,44.473828735235024,44.473828735235024,-2.194807274900615,-2.194807274900615,-2.194807274900615,1.01099041692259,1.01099041692259,1.01099041692259,-3.205797691823205,-3.205797691823205,-3.205797691823205,0.0,0.0,0.0,42.279021460334405
2018-04-04,44.4912672078435,31.627453749237045,51.78061627407731,44.4912672078435,44.4912672078435,-2.19491589235156,-2.19491589235156,-2.19491589235156,0.9760845581579989,0.9760845581579989,0.9760845581579989,-3.1710004505095593,-3.1710004505095593,-3.1710004505095593,0.0,0.0,0.0,42.29635131549194
2018-04-05,44.50870568045199,32.145946979586434,51.90831861948971,44.50870568045199,44.50870568045199,-2.2103874186646824,-2.2103874186646824,-2.2103874186646824,0.9372482889963887,0.9372482889963887,0.9372482889963887,-3.1476357076610713,-3.1476357076610713,-3.1476357076610713,0.0,0.0,0.0,42.29831826178731
2018-04-06,44.526144153060464,31.602486313994074,52.67114908142564,44.526144153060464,44.526144153060464,-2.21018674115401,-2.21018674115401,-2.21018674115401,0.9248777555245516,0.9248777555245516,0.9248777555245516,-3.1350644966785612,-3.1350644966785612,-3.1350644966785612,0.0,0.0,0.0,42.31595741190645
2018-04-09,44.57845957088591,32.51907387510189,52.38426735129765,44.57845957088591,44.57845957088591,-2.063915779868653,-2.063915779868653,-2.063915779868653,1.089242405707693,1.089242405707693,1.089242405707693,-3.1531581855763458,-3.1531581855763458,-3.1531581855763458,0.0,0.0,0.0,42.51454379101726
2018-04-10,44.5958980434944,31.701450839885364,52.58594461457553,44.5958980434944,44.5958980434944,-2.1631744011787646,-2.1631744011787646,-2.1631744011787646,1.0109904169223176,1.0109904169223176,1.0109904169223176,-3.174164818101082,-3.174164818101082,-3.174164818101082,0.0,0.0,0.0,42.432723642315636
2018-04-11,44.61333651610288,32.254505970358935,52.014455807418415,44.61333651610288,44.61333651610288,-2.2245546545056785,-2.2245546545056785,-2.2245546545056785,0.976084558157912,0.976084558157912,0.976084558157912,-3.200639212663591,-3.200639212663591,-3.200639212663591,0.0,0.0,0.0,42.3887818615972
2018-04-12,44.630774988711366,32.60443062337951,52.472818660071496,44.630774988711366,44.630774988711366,-2.2940683239315485,-2.2940683239315485,-2.2940683239315485,0.9372482889974154,0.9372482889974154,0.9372482889974154,-3.2313166129289637,-3.2313166129289637,-3.2313166129289637,0.0,0.0,0.0,42.33670666477982
2018-04-13,44.64821346131984,31.754148367267565,51.898060646967416,44.64821346131984,44.64821346131984,-2.3400661118803616,-2.3400661118803616,-2.3400661118803616,0.9248777555247835,0.9248777555247835,0.9248777555247835,-3.264943867405145,-3.264943867405145,-3.264943867405145,0.0,0.0,0.0,42.30814734943948
2018-04-16,44.70052887914528,32.35312012781494,51.911349925758934,44.70052887914528,44.70052887914528,-2.2825710967551474,-2.2825710967551474,-2.2825710967551474,1.089242405707673,1.089242405707673,1.089242405707673,-3.3718135024628206,-3.3718135024628206,-3.3718135024628206,0.0,0.0,0.0,42.41795778239013
