Date,Close,High,Low,Open,Volume
02-01-2015,49.84857178,50.33142853,48.73143005,49.15142822,13475000
05-01-2015,47.31142807,49.25857162,47.14714432,49.25857162,18165000
06-01-2015,46.50143051,47.63999939,45.66143036,47.34714127,16037700
07-01-2015,46.74285889,47.42142868,46.27142715,47.34714127,9849700
08-01-2015,47.77999878,47.83571243,46.47857285,47.11999893,9601900
09-01-2015,47.04142761,48.02000046,46.89857101,47.63142776,9578100
12-01-2015,45.54714203,47.19857025,45.26428604,47.09000015,12944400
13-01-2015,46.25571442,47.04857254,45.90000153,46.02142715,18721500
14-01-2015,46.31999969,47.36999893,45.68000031,47.07143021,19884900
15-01-2015,46.25143051,46.7857132,45.84428787,46.54714203,11669000
16-01-2015,48.19142914,48.25,46.38142776,46.8571434,19696600
20-01-2015,49.82857132,50,47.7142868,48.57143021,40551000
21-01-2015,58.46857071,59.24000168,57.40999985,59.23428726,66902500
22-01-2015,61.20571518,61.37428665,57.82857132,58.57143021,33319300
23-01-2015,62.49428558,62.74285889,60.88142776,60.98857117,26784100
26-01-2015,63.79428482,63.89857101,61.95714188,62.57143021,21268800
27-01-2015,64.88143158,65.33999634,63.04999924,63.08714294,24612700
28-01-2015,63.20857239,64.82142639,63.08142853,64.74143219,24532900
29-01-2015,63.40000153,63.9271431,62.5,63.20428467,15127700
30-01-2015,63.11428452,63.98428726,62.65571213,63.13285828,13215300
02-02-2015,63.00999832,63.42856979,61.95571518,62.84285736,12990600
03-02-2015,65.27428436,65.4671402,62.72999954,63.31999969,16440200
04-02-2015,64.1014328,65.17428589,63.88999939,65.04142761,12450900
05-02-2015,64.12999725,65.13857269,63.66571426,64.54142761,14248500
06-02-2015,63.47999954,64.42857361,63.17571259,64.25,8898400
09-02-2015,63.29571533,63.7857132,62.63714218,63.19857025,8173200
10-02-2015,64.84999847,65.15714264,63.10142899,63.45999908,15418900
11-02-2015,64.98428345,66.14142609,64.55714417,64.83000183,13953100
12-02-2015,65.24714661,65.60713959,64.45143127,65.05857086,8464400
13-02-2015,66.58571625,66.62999725,65.42285919,65.42857361,12968900
17-02-2015,67.137146,67.37142944,65.94428253,66.51571655,11170600
18-02-2015,67.86571503,68.06999969,66.64571381,67.02285767,10316600
19-02-2015,67.80000305,68.7142868,67.57428741,67.85713959,10432100
20-02-2015,68.31428528,68.37428284,67.637146,67.94999695,9422000
23-02-2015,67.40571594,68.31428528,67.14286041,68.30000305,9031400
24-02-2015,67.83999634,68.08428955,67.35571289,67.37285614,6075300
25-02-2015,68.33285522,68.79428864,67.80714417,67.80714417,6854400
26-02-2015,69.00428772,69.5,68.43000031,68.62571716,10852800
27-02-2015,67.84428406,69.42857361,67.818573,69.08142853,11516400
02-03-2015,68.60713959,68.60713959,67.23428345,67.7142868,10187100
03-03-2015,67.81571198,68.45714569,67.50714111,68.34428406,7426300
04-03-2015,67.11000061,67.92571259,66.1828537,67.52999878,17453800
05-03-2015,66.80714417,67.4642868,66.41999817,67.42857361,11244800
06-03-2015,64.87428284,66.92571259,64.84428406,66.64286041,12888400
09-03-2015,63.66143036,65.09285736,62.82857132,64.98999786,18970700
10-03-2015,62.15142822,63.35142899,61.98285675,63.01571274,17947300
11-03-2015,62.88428497,63.93999863,62.24000168,62.24000168,16363200
12-03-2015,64.04571533,64.58285522,63.34000015,63.34714127,14654500
13-03-2015,62.62857056,64.05714417,62.36714172,63.90714264,10161200
16-03-2015,60.28142929,61.54714203,59.61999893,61.54714203,26796000
17-03-2015,59.7885704,60.69428635,59.38428497,59.71285629,18428200
18-03-2015,60.44571304,60.65000153,59.29999924,59.73857117,14634900
19-03-2015,60.74428558,61.2114296,60.25571442,60.45999908,11449900
20-03-2015,61.18571472,61.7857132,60.89571381,61.33714294,13641600
23-03-2015,60.7142868,61.15571213,60.33000183,60.88999939,7664300
24-03-2015,62.61142731,63.09857178,61.11857224,61.13571548,16888900
25-03-2015,60.25,62.69142914,60.24428558,62.68428421,21652400
26-03-2015,59.75143051,60.44714355,59.38999939,59.62857056,16039100
27-03-2015,59.25285721,59.84714127,58.5728569,59.33000183,15852200
30-03-2015,60.36714172,60.56428528,59.36428452,59.7157135,13272700
31-03-2015,59.52714157,60.41999817,59.45571518,60.11000061,14248500
01-04-2015,59.01714325,59.7857132,58.70285797,59.6428566,14639800
02-04-2015,59.15428543,59.6071434,58.86142731,59.07143021,9864400
06-04-2015,60.33000183,60.44714355,58.4642868,58.76856995,10730300
07-04-2015,60.49428558,60.84857178,60.04285812,60.49714279,9977100
08-04-2015,63.04999924,63.1071434,61.18428421,61.20142746,22327900
09-04-2015,62.7857132,63.13571548,62.11428452,63,13455400
10-04-2015,64.93856812,64.99571228,63.94714355,64.3971405,22367100
13-04-2015,67.81143188,69.2857132,67.05714417,67.23999786,44436700
14-04-2015,68.387146,69.14286041,67.4214325,68.85713959,28641900
15-04-2015,67.92285919,68.70428467,67.36428833,68.70428467,42528500
16-04-2015,80.29285431,81.25,75.7142868,76,104500900
17-04-2015,81.65000153,82.14286041,79.7142868,79.77857208,58306500
20-04-2015,81.05571747,82.30428314,80.38143158,81.7857132,30766400
21-04-2015,80.06285858,81.48428345,79.80000305,81.23428345,15925700
22-04-2015,79.66857147,80.71286011,79.54428864,80.21142578,12089700
23-04-2015,79.86571503,80.34285736,78.95571136,79.65571594,12687500
24-04-2015,79.77143097,80.80857086,79.50714111,80.17285919,11045300
27-04-2015,80.86856842,81.7857132,80.23000336,80.29285431,15246700
28-04-2015,80.43714142,81.27857208,79.94428253,80.58999634,8826300
29-04-2015,80.40714264,81.05571747,79.64428711,80.06999969,9534700
30-04-2015,79.5,80.83571625,79.12428284,80.23714447,10565100
01-05-2015,79.57571411,79.9671402,78.89428711,79.85571289,8906100
04-05-2015,79.27143097,79.7142868,78.90000153,79.57142639,7967400
05-05-2015,80.79285431,82.44285583,80.75714111,81.23857117,27116600
06-05-2015,80.07714081,81.2142868,79.52143097,81.02857208,11504500
07-05-2015,80.7485733,80.79428864,79.45714569,80.11428833,10220700
08-05-2015,82.08571625,82.15285492,80.9642868,81.04142761,13828500
11-05-2015,84.27857208,84.85713959,82.18571472,82.32428741,23882600
12-05-2015,83.37714386,83.80857086,82.99285889,83.80857086,11907000
13-05-2015,82.87285614,84.19714355,82.69142914,83.40428925,11155900
14-05-2015,83.83571625,83.92428589,82.33000183,83.2857132,8898400
15-05-2015,87.60713959,88.34857178,85.75571442,86.36428833,37053100
18-05-2015,88.26714325,88.5342865,87.02428436,87.54428864,14812000
19-05-2015,88.068573,89.7857132,87.80999756,88.88857269,19101600
20-05-2015,88.79000092,89.10857391,87.362854,88.2142868,12756800
21-05-2015,89.00285339,89.57142639,88.181427,89.08142853,12767300
22-05-2015,88.83856964,89.40714264,88.69285583,89.17857361,7466200
26-05-2015,87.99285889,89.06143188,87.7857132,88.87428284,9646000
27-05-2015,89.85713959,89.90714264,87.92857361,88.14286041,10506300
28-05-2015,89.50714111,89.85571289,88.93000031,89.7142868,7821800
29-05-2015,89.15142822,90.20571136,88.95571136,89.47285461,12712000
01-06-2015,89.00285339,89.12142944,87.94428253,88.83714294,9926000
02-06-2015,89.12999725,89.67857361,88.40571594,88.71142578,7529200
03-06-2015,88.80857086,89.73285675,88.64428711,89.24285889,6237700
04-06-2015,89.34857178,89.42857361,88.04285431,88.37857056,10074400
05-06-2015,90.45999908,90.54000092,89.12571716,89.2142868,11624200
08-06-2015,89.60428619,90.81571198,88.99571228,90.7142868,11148900
09-06-2015,92.44999695,92.7142868,89.33428955,89.33428955,22024800
10-06-2015,95.87142944,98.97000122,93.22571564,93.39571381,57121400
11-06-2015,95.09428406,96.91857147,94.08714294,96.88999939,26623100
12-06-2015,94.41857147,95.34285736,94.12428284,94.91571045,10278800
15-06-2015,93.431427,93.59143066,91.65856934,92.85713959,19054000
16-06-2015,95.27285767,95.60713959,93.69142914,94.24285889,16043300
17-06-2015,94.27143097,95.13285828,93.95714569,95.13285828,9905000
18-06-2015,94.74285889,95.34143066,94.36856842,94.65142822,8962800
19-06-2015,93.87142944,96.41857147,93.82142639,96.24285889,19814900
22-06-2015,96.41428375,96.69285583,94.18856812,95.04285431,16732800
23-06-2015,97.31285858,97.38999939,95.75,96.33571625,15626100
24-06-2015,96.94428253,100.8914261,96.3971405,100.0142822,77138600
25-06-2015,94.89142609,96,93.45857239,95.48143005,41623400
26-06-2015,93.08856964,95.31428528,93.08856964,95.30000305,30314900
29-06-2015,92.23143005,92.91285706,91.11714172,91.50571442,24575600
30-06-2015,93.84857178,94.35571289,92.7857132,93.35713959,16880500
01-07-2015,93.63571167,95.23857117,93.21857452,94.80571747,14699300
02-07-2015,94.04428864,94.19857025,93.2142868,93.9985733,11053000
06-07-2015,94.57142639,94.92857361,93.33999634,93.47285461,11808300
07-07-2015,94.09143066,95.42713928,92.62285614,95.01285553,21573300
08-07-2015,93.50714111,93.99571228,92.2842865,93.47142792,12990600
09-07-2015,95.72714233,95.84571075,94.2857132,94.90000153,16731400
10-07-2015,97.22856903,98.50285339,96.90000153,97.52285767,21636300
13-07-2015,101.0871429,102.3085709,98.0785675,98.09857178,33205200
14-07-2015,100.3714294,101.6357117,99.65285492,101.271431,19736500
15-07-2015,98.12999725,100.75,97.05000305,99.97000122,30898600
16-07-2015,115.8099976,116.4899979,107.6800003,111.0199966,63461000
17-07-2015,114.7699966,117.8799973,114.2399979,117.3399963,25136900
20-07-2015,110.5500031,114.6999969,110.1399994,114.6999969,22676900
21-07-2015,112.5100021,113.7099991,109.3199997,110.2099991,14085400
22-07-2015,111.5,113.8799973,110.5599976,112.1399994,10500500
23-07-2015,110.0999985,112.1800003,109.8399963,110.9100037,8306800
24-07-2015,109.3399963,111.6800003,108.9000015,111.5500031,8125100
27-07-2015,106.4300003,109.8600006,106.25,107.7900009,11302600
28-07-2015,106.9000015,107.9400024,103.8799973,107.2900009,11155900
29-07-2015,107.0800018,107.75,105.4000015,106.8300018,6695600
30-07-2015,111.5599976,111.9000015,105.4000015,106.4000015,14229200
31-07-2015,114.3099976,115,111.1500015,111.9499969,16349100
03-08-2015,112.5599976,114.5999985,111.7799988,114.5999985,10144800
04-08-2015,121.1500015,122.7900009,113,113.1500015,29653300
05-08-2015,123.7099991,129.2899933,122.7099991,125.6200027,26946500
06-08-2015,126.4499969,128.8500061,122.0400009,126.2900009,24716700
07-08-2015,123.5199966,126.5999985,121.3000031,126.4199982,17360700
10-08-2015,123.0299988,126.5,121.5100021,126.0899963,13424600
11-08-2015,122.7399979,123.7600021,120,120.0100021,11596800
12-08-2015,120.5100021,122.4499969,118.6600037,121.4700012,13822500
13-08-2015,123.7300034,125.7300034,119.3399963,120.9899979,15284400
14-08-2015,123.3899994,125,123,124.9599991,8667700
17-08-2015,125.3600006,125.6999969,122.5899963,123.1399994,9233800
18-08-2015,124.0500031,126.75,123.5500031,125.2600021,9382000
19-08-2015,122.0599976,123.6999969,121.5,123.5,10115300
20-08-2015,112.4899979,121.4499969,111.3399963,119.8000031,28045300
21-08-2015,103.9599991,110,102.75,106.1999969,33228300
24-08-2015,96.87999725,109.6299973,85.5,88.75,59951900
25-08-2015,101.5199966,107.8799973,101.5,107.75,37620700
26-08-2015,110.1299973,110.2799988,102.0199966,107.1500015,36164600
27-08-2015,117.6600037,118.25,113.0199966,114.9400024,37056100
28-08-2015,117.6299973,119.3499985,115.8799973,116.3499985,20240200
31-08-2015,115.0299988,117,113.7600021,115.2399979,17005600
01-09-2015,105.7900009,111.2399979,103.8199997,109.3499985,35977100
02-09-2015,105.4400024,109.5,100.3000031,109.3099976,39843300
03-09-2015,101.0599976,104.1699982,100.1100006,102.6900024,29546700
04-09-2015,98.79000092,99.93000031,97.33999634,98.05000305,24212000
08-09-2015,94.94999695,102.5,93.55000305,102.0800018,43479700
09-09-2015,99.18000031,102.7900009,95.51999664,96.51000214,35524400
10-09-2015,99.48000336,100.8499985,96.77999878,99.41999817,21031900
11-09-2015,97.51000214,100.8499985,97.23000336,98.56999969,17373900
14-09-2015,95.69000244,97.91000366,94.33000183,96.83999634,15546000
15-09-2015,99.16000366,99.65000153,93.61000061,95.22000122,22591100
16-09-2015,104.0800018,104.4800034,99.33000183,99.69999695,28058200
17-09-2015,104.2099991,107.5,101.8300018,103.6699982,25817700
18-09-2015,102.6200027,104.3600006,100.7099991,102,21715000
21-09-2015,100.3000031,103.7699966,99.55999756,103.3000031,17900600
22-09-2015,98.47000122,99.90000153,97,98.29000092,16717900
23-09-2015,98.06999969,99.73999786,97.66000366,98.59999847,10264500
24-09-2015,103.7600021,104,96.77999878,97.11000061,21274500
25-09-2015,102.2399979,105.4499969,101.5699997,105.3000031,19066600
28-09-2015,99.47000122,103.3300018,97.83999634,101.5699997,17026600
29-09-2015,98.34999847,100.6299973,96.84999847,99.62999725,17405900
30-09-2015,103.2600021,103.4599991,99.05000305,99.91000366,17027600
01-10-2015,105.9800034,106.1100006,101.1200027,102.9100037,17426900
02-10-2015,106.1100006,106.8700027,101.4499969,103.0100021,21526700
05-10-2015,111.25,112.2799988,105.7600021,107.4800034,21157900
06-10-2015,108.3300018,112.25,105.6399994,110.3300018,20629800
07-10-2015,108.0999985,109.7799988,106.75,108.8399963,12329500
08-10-2015,114.9300003,115.0500031,102.5999985,107.9400024,42831900
09-10-2015,113.3300018,115.8300018,112.4400024,114.1100006,22455200
12-10-2015,113.4499969,115.4199982,112.3600006,114.4499969,12624500
13-10-2015,109.7300034,113.7200012,108.7799988,112.8499985,17512100
14-10-2015,110.2300034,111.6299973,108.0500031,111.5,33231500
15-10-2015,101.0899963,104.8799973,99.09999847,103.7699966,48484300
16-10-2015,98.98999786,101.6500015,98.41000366,100.2099991,21340500
19-10-2015,101.6900024,103.6200027,96.26000214,98.06999969,29964700
20-10-2015,98.98999786,102.1100006,97.58000183,101.0599976,17345600
21-10-2015,97.95999908,100.3399963,97.01000214,99.66999817,13728500
22-10-2015,97.31999969,99.93000031,96.86000061,98.06999969,12786800
23-10-2015,100.0400009,101.5599976,97.26999664,97.61000061,18019900
26-10-2015,103.0400009,103.3099976,99.37999725,100.0500031,12234800
27-10-2015,103.0699997,104.7200012,101.2300034,102.5800018,12066400
28-10-2015,105.8000031,106.2099991,102.0599976,102.9000015,13094000
29-10-2015,105.1200027,106.9100037,104.75,105,9841400
30-10-2015,108.3799973,110.0999985,104.9000015,105.1200027,15571500
02-11-2015,107.6399994,109.3700027,106.3000031,109.1999969,11784600
03-11-2015,109.7399979,111.0500031,107.2399979,107.3600006,12484100
04-11-2015,114.0500031,114.2799988,109.3899994,110.3600006,17505000
05-11-2015,113.5,115.6800003,111.7200012,113.75,13814900
06-11-2015,114.0599976,114.8000031,112.0500031,113.3899994,10936600
09-11-2015,109.8600006,114,108.6399994,113.3600006,16154600
10-11-2015,112.6999969,112.8399963,108.0100021,108.8600006,11166400
11-11-2015,112.8600006,114.6100006,111.4100037,113.0800018,11039200
12-11-2015,108.9199982,115.25,108.1999969,112.5199966,17568200
13-11-2015,103.6500015,109.0699997,103.2699966,108.3399963,18819400
16-11-2015,111.3499985,111.6500015,101.8600006,102.9700012,19866200
17-11-2015,117.0999985,118.7900009,111.6999969,112.1100006,33016300
18-11-2015,120.6299973,121,116.0999985,117.9400024,23353600
19-11-2015,120.2200012,123.1299973,119.6100006,120.25,19253200
20-11-2015,123.8399963,124.0699997,119.2099991,120.8499985,17977000
23-11-2015,125.0299988,126.1999969,121.6600037,124.3000031,15727000
24-11-2015,123.3099976,124.6600037,120.0299988,123.6699982,18335300
25-11-2015,124.1600037,125.1999969,122.3600006,124.2300034,10980700
27-11-2015,125.4400024,126.3899994,123.5899963,123.8499985,6645500
30-11-2015,123.3300018,126.5999985,122.8899994,126.0299988,13894000
01-12-2015,125.3700027,125.5699997,122.4199982,124.4700012,12550800
02-12-2015,128.9299927,131.3500061,124.9300003,125.5299988,24105700
