Date,Close,High,Low,Open,Volume
02-01-2015,0.483065546,0.486665165,0.475386396,0.483065546,113680000
05-01-2015,0.474906296,0.48450523,0.472746553,0.483065382,197952000
06-01-2015,0.460508078,0.476106305,0.460028139,0.475626365,197764000
07-01-2015,0.459308237,0.467947266,0.457868389,0.463867707,321808000
08-01-2015,0.476586312,0.479466008,0.464347691,0.464587675,283780000
09-01-2015,0.478505969,0.482105588,0.471786728,0.478266014,209540000
12-01-2015,0.472506672,0.479945837,0.468187158,0.479705853,190732000
13-01-2015,0.471786857,0.485705282,0.46842725,0.476106372,236720000
14-01-2015,0.473706692,0.475146541,0.46554763,0.466747494,155260000
15-01-2015,0.470346928,0.479945835,0.470106944,0.477066169,188932000
16-01-2015,0.478986174,0.479466114,0.468187369,0.469627218,181512000
20-01-2015,0.480425864,0.484985306,0.474426518,0.482345623,140308000
21-01-2015,0.487145096,0.488344988,0.474426536,0.477786171,144780000
22-01-2015,0.495544106,0.496983953,0.483065503,0.488104912,159712000
23-01-2015,0.496983945,0.497943825,0.491944479,0.496024009,120416000
26-01-2015,0.49482435,0.497224078,0.491704698,0.49482435,133240000
27-01-2015,0.471066922,0.487625057,0.470107014,0.487145089,357948000
28-01-2015,0.463387787,0.478746059,0.463147803,0.476826272,272728000
29-01-2015,0.474666536,0.477306219,0.461468007,0.463627779,235340000
30-01-2015,0.460748047,0.476826242,0.460028151,0.471306863,298200000
02-02-2015,0.470826954,0.472746741,0.454508802,0.463627772,259604000
03-02-2015,0.482585579,0.483065547,0.471786807,0.474186534,183468000
04-02-2015,0.48378548,0.489304859,0.479705921,0.481145797,181516000
05-02-2015,0.491704643,0.491944598,0.483785536,0.484265447,140448000
06-02-2015,0.489544749,0.496983943,0.487384978,0.491224552,210524000
09-02-2015,0.489064902,0.490504693,0.483545524,0.486665175,273944000
10-02-2015,0.502743185,0.50298314,0.487384889,0.48954466,226204000
11-02-2015,0.499383718,0.503943159,0.496024054,0.503943159,320832000
12-02-2015,0.535139799,0.539939255,0.524820964,0.527940616,676904000
13-02-2015,0.535379529,0.536099453,0.525780622,0.533939682,310084000
17-02-2015,0.537059307,0.539699046,0.531060019,0.534419625,203340000
18-02-2015,0.530820131,0.537299446,0.529860252,0.53633951,170948000
19-02-2015,0.532259941,0.538499243,0.529860214,0.537539363,169432000
20-02-2015,0.536099613,0.536339568,0.527940551,0.531780126,157752000
23-02-2015,0.531779885,0.535859414,0.529140146,0.535859414,125008000
24-02-2015,0.537441254,0.537441254,0.529009894,0.53382783,149356000
25-02-2015,0.533345938,0.537682114,0.53093697,0.535273089,123820000
26-02-2015,0.534791291,0.537922954,0.530455115,0.533827715,152864000
27-02-2015,0.531418741,0.534550404,0.529491532,0.533345892,157492000
02-03-2015,0.544426978,0.547317761,0.529250482,0.529973178,301512000
