Date,Close,High,Low,Open,Volume
02-01-2015,24.28858185,24.75733628,23.84870741,24.74622768,212818400
05-01-2015,23.60433388,24.13751446,23.4177216,24.05753729,257142000
06-01-2015,23.60655212,23.86647705,23.24443285,23.66875621,263188400
07-01-2015,23.93756866,24.03753927,23.70430166,23.81538086,160423600
08-01-2015,24.85730934,24.91507101,24.14862333,24.26636873,237458000
09-01-2015,24.88396454,25.1594405,24.48407871,25.03058821,214798000
12-01-2015,24.27080345,25.02169818,24.17083286,25.0150337,198603200
13-01-2015,24.48629951,25.0594686,24.19527255,24.75511098,268367600
14-01-2015,24.39299774,24.54628591,24.10419109,24.22415685,195826400
15-01-2015,23.73096085,24.45075361,23.69541638,24.43742464,240056000
16-01-2015,23.54656792,23.89980065,23.37106258,23.77761285,314053200
20-01-2015,24.15306091,24.20860051,23.65986901,23.95756044,199599600
21-01-2015,24.33745384,24.67291181,24.05308966,24.20415744,194303600
22-01-2015,24.97060966,24.98616069,24.37522496,24.49519073,215185600
23-01-2015,25.09946251,25.27052377,24.77733174,24.94839469,185859200
26-01-2015,25.12612152,25.40604166,25.059475,25.2683028,222460000
27-01-2015,24.24637413,24.98838427,24.22193656,24.97505361,382274800
28-01-2015,25.6170845,26.24135076,25.6170845,26.13249192,585908400
29-01-2015,26.4146347,26.47906085,25.67262475,25.84146561,337745600
30-01-2015,26.02808189,26.65901101,25.95921163,26.30355787,334982000
02-02-2015,26.3546524,26.47461815,25.78814946,26.22580181,250956400
03-02-2015,26.35910225,26.45685082,26.12805724,26.32577814,207662800
04-02-2015,26.56126213,26.77231366,26.28356409,26.32577473,280598800
05-02-2015,26.75084686,26.81552729,26.596952,26.76868839,168984800
06-02-2015,26.52557373,26.8199801,26.4185161,26.76868126,174826400
09-02-2015,26.70177269,26.72853582,26.4140571,26.44082193,155559200
10-02-2015,27.2147541,27.24374977,26.7999102,26.80213933,248034000
11-02-2015,27.85264206,27.86156367,27.32181876,27.38203753,294247200
12-02-2015,28.20503616,28.43253306,28.00653494,28.11582173,297898000
13-02-2015,28.34331131,28.38791767,28.02437093,28.38791767,217088800
17-02-2015,28.5105896,28.74477724,28.30762675,28.43475675,252609600
18-02-2015,28.70909119,28.72247275,28.42583553,28.46598193,179566800
19-02-2015,28.64886856,28.77822938,28.62210543,28.65555934,149449600
20-02-2015,28.88306046,28.88306046,28.55966007,28.68678838,195793600
23-02-2015,29.6636734,29.6636734,28.91873686,28.99902964,283896400
24-02-2015,29.4785614,29.7975035,29.25552621,29.65029945,276912400
